,REGION,SUB_REGION,SUB_REGION_2,HABITAT_TYPE,YEAR,PRIMARY_SAMPLE_UNIT,LAT_DEGREES,LON_DEGREES,CORAL_NCRMP_CODE,CORAL_REEFBUDGET_CODE,CORAL_ID,CORAL_MORPHOLOGY,PERCENT_COVER
0,DRTO,DryTortugas,DRTO,Forereef,2016,2069,24.7025184,-82.77184887,AGA AGAR,AGA,Agaricia agaricites,encrusting,1.0
1,DRTO,DryTortugas,DRTO,Forereef,2016,2069,24.7025184,-82.77184887,MAD FORM,MDF,Madracis formosa,branching,1.0
2,DRTO,DryTortugas,DRTO,Forereef,2016,2069,24.7025184,-82.77184887,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
3,DRTO,DryTortugas,DRTO,Forereef,2016,2069,24.7025184,-82.77184887,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
4,DRTO,DryTortugas,DRTO,Forereef,2016,2072,24.72435,-82.8107,AGA AGAR,AGA,Agaricia agaricites,encrusting,1.0
5,DRTO,DryTortugas,DRTO,Forereef,2016,2072,24.72435,-82.8107,COL NATA,CON,Colpophyllia natans,massive,4.0
6,DRTO,DryTortugas,DRTO,Forereef,2016,2072,24.72435,-82.8107,DIP LABY,DIL,Diploria labyrinthiformis,massive,2.0
7,DRTO,DryTortugas,DRTO,Forereef,2016,2072,24.72435,-82.8107,MON CAVE,MOC,Montastraea cavernosa,massive,4.0
8,DRTO,DryTortugas,DRTO,Forereef,2016,2072,24.72435,-82.8107,ORB FRAN,ORFR,Orbicella franksi,massive,12.0
9,DRTO,DryTortugas,DRTO,Forereef,2016,2072,24.72435,-82.8107,POR ASTR,POA,Porites astreoides,submassive,1.0
10,DRTO,DryTortugas,DRTO,Forereef,2016,2072,24.72435,-82.8107,POR FURC,POF,Porites furcata,branching,1.0
11,DRTO,DryTortugas,DRTO,Forereef,2016,2073,24.60679,-82.8719,MAD DECA,MDD,Madracis decactis,encrusting,1.0
12,DRTO,DryTortugas,DRTO,Forereef,2016,2073,24.60679,-82.8719,MON CAVE,MOC,Montastraea cavernosa,massive,3.0
13,DRTO,DryTortugas,DRTO,Forereef,2016,2073,24.60679,-82.8719,ORB FRAN,ORFR,Orbicella franksi,massive,3.0
14,DRTO,DryTortugas,DRTO,Forereef,2016,2073,24.60679,-82.8719,POR ASTR,POA,Porites astreoides,submassive,2.0
15,DRTO,DryTortugas,DRTO,Forereef,2016,2073,24.60679,-82.8719,SID SIDE,SIS,Siderastrea siderea,massive,4.0
16,DRTO,DryTortugas,DRTO,Forereef,2016,2073,24.60679,-82.8719,STE INTE,STI,Stephanocoenia intersepta,submassive,3.0
17,DRTO,DryTortugas,DRTO,Forereef,2016,2078,24.65183,-82.95745,MON CAVE,MOC,Montastraea cavernosa,massive,12.0
18,DRTO,DryTortugas,DRTO,Forereef,2016,2078,24.65183,-82.95745,ORB FRAN,ORFR,Orbicella franksi,massive,4.0
19,DRTO,DryTortugas,DRTO,Forereef,2016,2078,24.65183,-82.95745,POR ASTR,POA,Porites astreoides,submassive,2.0
20,DRTO,DryTortugas,DRTO,Forereef,2016,2078,24.65183,-82.95745,SID SIDE,SIS,Siderastrea siderea,massive,2.0
21,DRTO,DryTortugas,DRTO,Forereef,2016,2078,24.65183,-82.95745,STE INTE,STI,Stephanocoenia intersepta,submassive,4.0
22,DRTO,DryTortugas,DRTO,Forereef,2016,2081,24.69691,-82.85974,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
23,DRTO,DryTortugas,DRTO,Forereef,2016,2088,24.58912,-82.94318,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
24,DRTO,DryTortugas,DRTO,Forereef,2016,2088,24.58912,-82.94318,ORB FAVE,ORF,Orbicella faveolata,massive,1.0
25,DRTO,DryTortugas,DRTO,Forereef,2016,2088,24.58912,-82.94318,ORB FRAN,ORFR,Orbicella franksi,massive,2.0
26,DRTO,DryTortugas,DRTO,Forereef,2016,2088,24.58912,-82.94318,POR ASTR,POA,Porites astreoides,submassive,3.0
27,DRTO,DryTortugas,DRTO,Forereef,2016,2088,24.58912,-82.94318,SID SIDE,SIS,Siderastrea siderea,massive,5.0
28,DRTO,DryTortugas,DRTO,Forereef,2016,2091,24.63534,-82.84103,SID SIDE,SIS,Siderastrea siderea,massive,2.0
29,DRTO,DryTortugas,DRTO,Forereef,2016,2091,24.63534,-82.84103,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
30,DRTO,DryTortugas,DRTO,Forereef,2016,2093,24.65625339,-82.78432198,MUS ANGU,MUA,Mussa angulosa,submassive,1.0
31,DRTO,DryTortugas,DRTO,Forereef,2016,2093,24.65625339,-82.78432198,POR ASTR,POA,Porites astreoides,submassive,2.0
32,DRTO,DryTortugas,DRTO,Forereef,2016,2093,24.65625339,-82.78432198,SID SIDE,SIS,Siderastrea siderea,massive,1.0
33,DRTO,DryTortugas,DRTO,Forereef,2016,2097,24.72367,-82.78785,MON CAVE,MOC,Montastraea cavernosa,massive,4.0
34,DRTO,DryTortugas,DRTO,Forereef,2016,2097,24.72367,-82.78785,ORB FRAN,ORFR,Orbicella franksi,massive,2.0
35,DRTO,DryTortugas,DRTO,Forereef,2016,2097,24.72367,-82.78785,POR ASTR,POA,Porites astreoides,submassive,2.0
36,DRTO,DryTortugas,DRTO,Forereef,2016,2097,24.72367,-82.78785,STE INTE,STI,Stephanocoenia intersepta,submassive,4.0
37,DRTO,DryTortugas,DRTO,Forereef,2016,2098,24.72343,-82.83911,MAD DECA,MDD,Madracis decactis,encrusting,1.0
38,DRTO,DryTortugas,DRTO,Forereef,2016,2098,24.72343,-82.83911,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
39,DRTO,DryTortugas,DRTO,Forereef,2016,2098,24.72343,-82.83911,POR ASTR,POA,Porites astreoides,submassive,1.0
40,DRTO,DryTortugas,DRTO,Forereef,2016,2098,24.72343,-82.83911,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
41,DRTO,DryTortugas,DRTO,Forereef,2016,2099,24.72701,-82.81797,MON CAVE,MOC,Montastraea cavernosa,massive,4.597701149
42,DRTO,DryTortugas,DRTO,Forereef,2016,2099,24.72701,-82.81797,ORB FAVE,ORF,Orbicella faveolata,massive,2.298850575
43,DRTO,DryTortugas,DRTO,Forereef,2016,2099,24.72701,-82.81797,ORB FRAN,ORFR,Orbicella franksi,massive,6.896551724
44,DRTO,DryTortugas,DRTO,Forereef,2016,2099,24.72701,-82.81797,POR ASTR,POA,Porites astreoides,submassive,1.149425287
45,DRTO,DryTortugas,DRTO,Forereef,2016,2099,24.72701,-82.81797,STE INTE,STI,Stephanocoenia intersepta,submassive,1.149425287
46,DRTO,DryTortugas,DRTO,Forereef,2016,2101,24.72773502,-82.77866436,MAD DECA,MDD,Madracis decactis,encrusting,1.0
47,DRTO,DryTortugas,DRTO,Forereef,2016,2101,24.72773502,-82.77866436,MON CAVE,MOC,Montastraea cavernosa,massive,4.0
48,DRTO,DryTortugas,DRTO,Forereef,2016,2101,24.72773502,-82.77866436,POR ASTR,POA,Porites astreoides,submassive,1.0
49,DRTO,DryTortugas,DRTO,Forereef,2016,2101,24.72773502,-82.77866436,SID SIDE,SIS,Siderastrea siderea,massive,1.0
50,DRTO,DryTortugas,DRTO,Forereef,2016,2103,24.63315,-82.96631,SID SIDE,SIS,Siderastrea siderea,massive,2.0
51,DRTO,DryTortugas,DRTO,Lagoon,2016,2106,24.66313,-82.85821,COL NATA,CON,Colpophyllia natans,massive,2.0
52,DRTO,DryTortugas,DRTO,Forereef,2016,2112,24.72623,-82.80449,,,,,0.0
53,DRTO,DryTortugas,DRTO,Forereef,2016,2114,24.56779,-82.94888,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
54,DRTO,DryTortugas,DRTO,Forereef,2016,2114,24.56779,-82.94888,ORB FRAN,ORFR,Orbicella franksi,massive,1.0
55,DRTO,DryTortugas,DRTO,Forereef,2016,2114,24.56779,-82.94888,SID SIDE,SIS,Siderastrea siderea,massive,5.0
56,DRTO,DryTortugas,DRTO,Forereef,2016,2114,24.56779,-82.94888,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
57,DRTO,DryTortugas,DRTO,Lagoon,2016,2116,24.58163,-82.92727,COL NATA,CON,Colpophyllia natans,massive,1.0
58,DRTO,DryTortugas,DRTO,Lagoon,2016,2116,24.58163,-82.92727,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
59,DRTO,DryTortugas,DRTO,Lagoon,2016,2126,24.61373,-82.92942,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
60,DRTO,DryTortugas,DRTO,Lagoon,2016,2126,24.61373,-82.92942,ORB FRAN,ORFR,Orbicella franksi,massive,4.0
61,DRTO,DryTortugas,DRTO,Lagoon,2016,2126,24.61373,-82.92942,POR ASTR,POA,Porites astreoides,submassive,1.0
62,DRTO,DryTortugas,DRTO,Lagoon,2016,2126,24.61373,-82.92942,PSE STRI,PSS,Pseudodiploria strigosa,massive,1.0
63,DRTO,DryTortugas,DRTO,Lagoon,2016,2126,24.61373,-82.92942,SID SIDE,SIS,Siderastrea siderea,massive,5.0
64,DRTO,DryTortugas,DRTO,Forereef,2016,2134,24.62085,-82.86258,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
65,DRTO,DryTortugas,DRTO,Forereef,2016,2134,24.62085,-82.86258,ORB FAVE,ORF,Orbicella faveolata,massive,2.0
66,DRTO,DryTortugas,DRTO,Forereef,2016,2134,24.62085,-82.86258,POR PORI,POP,Porites porites,branching,1.0
67,DRTO,DryTortugas,DRTO,Forereef,2016,2134,24.62085,-82.86258,SID SIDE,SIS,Siderastrea siderea,massive,1.0
68,DRTO,DryTortugas,DRTO,Forereef,2016,2134,24.62085,-82.86258,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
69,DRTO,DryTortugas,DRTO,Forereef,2016,2138,24.63125,-82.85759,MON CAVE,MOC,Montastraea cavernosa,massive,4.0
70,DRTO,DryTortugas,DRTO,Forereef,2016,2138,24.63125,-82.85759,SID RADI,SIR,Siderastrea radians,encrusting,1.0
71,DRTO,DryTortugas,DRTO,Forereef,2016,2138,24.63125,-82.85759,SID SIDE,SIS,Siderastrea siderea,massive,1.0
72,DRTO,DryTortugas,DRTO,Forereef,2016,2141,24.60046,-82.87341,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
73,DRTO,DryTortugas,DRTO,Forereef,2016,2141,24.60046,-82.87341,SOL BOUR,SOB,Solenastrea bournoni,massive,1.0
74,DRTO,DryTortugas,DRTO,Forereef,2016,2141,24.60046,-82.87341,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
75,DRTO,DryTortugas,DRTO,Forereef,2016,2147,24.59145,-82.87435,ORB FAVE,ORF,Orbicella faveolata,massive,2.0
76,DRTO,DryTortugas,DRTO,Forereef,2016,2147,24.59145,-82.87435,ORB FRAN,ORFR,Orbicella franksi,massive,1.0
77,DRTO,DryTortugas,DRTO,Forereef,2016,2147,24.59145,-82.87435,SID RADI,SIR,Siderastrea radians,encrusting,2.0
78,DRTO,DryTortugas,DRTO,Forereef,2016,2147,24.59145,-82.87435,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
79,DRTO,DryTortugas,DRTO,Forereef,2016,2149,24.63844,-82.79448,ACR CERV,ACC,Acropora cervicornis,branching,3.0
80,DRTO,DryTortugas,DRTO,Forereef,2016,2150,24.68187042,-82.77555275,POR ASTR,POA,Porites astreoides,submassive,1.0
81,DRTO,DryTortugas,DRTO,Forereef,2016,2150,24.68187042,-82.77555275,SID SIDE,SIS,Siderastrea siderea,massive,2.0
82,DRTO,DryTortugas,DRTO,Forereef,2016,2150,24.68187042,-82.77555275,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
83,DRTO,DryTortugas,DRTO,Forereef,2016,2156,24.71759,-82.80542,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
84,DRTO,DryTortugas,DRTO,Forereef,2016,2157,24.71971,-82.81462,SID SIDE,SIS,Siderastrea siderea,massive,1.0
85,DRTO,DryTortugas,DRTO,Forereef,2016,2160,24.72118,-82.80761,MON CAVE,MOC,Montastraea cavernosa,massive,5.0
86,DRTO,DryTortugas,DRTO,Forereef,2016,2160,24.72118,-82.80761,ORB FRAN,ORFR,Orbicella franksi,massive,3.0
87,DRTO,DryTortugas,DRTO,Forereef,2016,2160,24.72118,-82.80761,POR ASTR,POA,Porites astreoides,submassive,1.0
88,DRTO,DryTortugas,DRTO,Forereef,2016,2160,24.72118,-82.80761,SID RADI,SIR,Siderastrea radians,encrusting,2.0
89,DRTO,DryTortugas,DRTO,Forereef,2016,2161,24.62953,-82.94263,,,,,0.0
90,DRTO,DryTortugas,DRTO,Forereef,2016,2164,24.64292,-82.93114,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
91,DRTO,DryTortugas,DRTO,Forereef,2016,2164,24.64292,-82.93114,POR ASTR,POA,Porites astreoides,submassive,2.0
92,DRTO,DryTortugas,DRTO,Forereef,2016,2164,24.64292,-82.93114,SID SIDE,SIS,Siderastrea siderea,massive,3.0
93,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,COL NATA,CON,Colpophyllia natans,massive,1.0
94,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,DIP LABY,DIL,Diploria labyrinthiformis,massive,1.0
95,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,HEL CUCU,HLC,Helioceris cucullata,plating,1.0
96,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,MON CAVE,MOC,Montastraea cavernosa,massive,4.0
97,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,POR ASTR,POA,Porites astreoides,submassive,2.0
98,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,PSE STRI,PSS,Pseudodiploria strigosa,massive,2.0
99,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,SID RADI,SIR,Siderastrea radians,encrusting,2.0
100,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,SID SIDE,SIS,Siderastrea siderea,massive,12.0
101,DRTO,DryTortugas,DRTO,Forereef,2016,2166,24.58933,-82.8846,STE INTE,STI,Stephanocoenia intersepta,submassive,2.0
102,DRTO,DryTortugas,DRTO,Forereef,2016,2178,24.62725,-82.82698,SID SIDE,SIS,Siderastrea siderea,massive,2.0
103,DRTO,DryTortugas,DRTO,Lagoon,2016,2193,24.64112,-82.81892,MON CAVE,MOC,Montastraea cavernosa,massive,2.02020202
104,DRTO,DryTortugas,DRTO,Lagoon,2016,2193,24.64112,-82.81892,STE INTE,STI,Stephanocoenia intersepta,submassive,1.01010101
105,DRTO,DryTortugas,DRTO,Lagoon,2016,2205,24.62035,-82.92306,MEA MEAN,MEM,Meandrina meandrites,massive,1.0
106,DRTO,DryTortugas,DRTO,Lagoon,2016,2205,24.62035,-82.92306,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
107,DRTO,DryTortugas,DRTO,Lagoon,2016,2205,24.62035,-82.92306,ORB FAVE,ORF,Orbicella faveolata,massive,3.0
108,DRTO,DryTortugas,DRTO,Lagoon,2016,2205,24.62035,-82.92306,POR ASTR,POA,Porites astreoides,submassive,1.0
109,DRTO,DryTortugas,DRTO,Lagoon,2016,2205,24.62035,-82.92306,SID SIDE,SIS,Siderastrea siderea,massive,1.0
110,DRTO,DryTortugas,DRTO,Lagoon,2016,2205,24.62035,-82.92306,SOL BOUR,SOB,Solenastrea bournoni,massive,1.0
111,DRTO,DryTortugas,DRTO,Lagoon,2016,2206,24.62184,-82.90118,SID SIDE,SIS,Siderastrea siderea,massive,1.0
112,DRTO,DryTortugas,DRTO,Forereef,2016,2207,24.63338,-82.93345,SID SIDE,SIS,Siderastrea siderea,massive,1.0
113,DRTO,DryTortugas,DRTO,Forereef,2016,2209,24.6875,-82.88503,PSE STRI,PSS,Pseudodiploria strigosa,massive,1.0
114,DRTO,DryTortugas,DRTO,Forereef,2016,2209,24.6875,-82.88503,SID SIDE,SIS,Siderastrea siderea,massive,1.0
115,DRTO,DryTortugas,DRTO,Forereef,2016,2210,24.55088,-82.9284,POR ASTR,POA,Porites astreoides,submassive,1.0
116,DRTO,DryTortugas,DRTO,Forereef,2016,2210,24.55088,-82.9284,SID SIDE,SIS,Siderastrea siderea,massive,1.0
117,DRTO,DryTortugas,DRTO,Forereef,2016,2210,24.55088,-82.9284,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
118,DRTO,DryTortugas,DRTO,Forereef,2016,2211,24.56519,-82.94097,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
119,DRTO,DryTortugas,DRTO,Forereef,2016,2211,24.56519,-82.94097,ORB FAVE,ORF,Orbicella faveolata,massive,4.0
120,DRTO,DryTortugas,DRTO,Forereef,2016,2211,24.56519,-82.94097,ORB FRAN,ORFR,Orbicella franksi,massive,1.0
121,DRTO,DryTortugas,DRTO,Forereef,2016,2212,24.57709,-82.90421,,,,,0.0
122,DRTO,DryTortugas,DRTO,Forereef,2016,2220,24.64482,-82.94013,DIC STOK,DCS,Dichocoenia stokesii,massive,1.0
123,DRTO,DryTortugas,DRTO,Forereef,2016,2220,24.64482,-82.94013,FAV FRAG,FVF,Favia fragum,submassive,1.0
124,DRTO,DryTortugas,DRTO,Forereef,2016,2220,24.64482,-82.94013,ORB FAVE,ORF,Orbicella faveolata,massive,1.0
125,DRTO,DryTortugas,DRTO,Forereef,2016,2220,24.64482,-82.94013,ORB FRAN,ORFR,Orbicella franksi,massive,2.0
126,DRTO,DryTortugas,DRTO,Forereef,2016,2220,24.64482,-82.94013,SID SIDE,SIS,Siderastrea siderea,massive,1.0
127,DRTO,DryTortugas,DRTO,Forereef,2016,2222,24.69668786,-82.92490502,AGA AGAR,AGA,Agaricia agaricites,encrusting,1.0
128,DRTO,DryTortugas,DRTO,Forereef,2016,2222,24.69668786,-82.92490502,DIC STOK,DCS,Dichocoenia stokesii,massive,1.0
129,DRTO,DryTortugas,DRTO,Forereef,2016,2222,24.69668786,-82.92490502,ORB FAVE,ORF,Orbicella faveolata,massive,12.0
130,DRTO,DryTortugas,DRTO,Forereef,2016,2226,24.71857,-82.85067,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
131,DRTO,DryTortugas,DRTO,Forereef,2016,2226,24.71857,-82.85067,POR ASTR,POA,Porites astreoides,submassive,1.0
132,DRTO,DryTortugas,DRTO,Forereef,2016,2226,24.71857,-82.85067,POR PORI,POP,Porites porites,branching,1.0
133,DRTO,DryTortugas,DRTO,Forereef,2016,2226,24.71857,-82.85067,SID SIDE,SIS,Siderastrea siderea,massive,2.0
134,DRTO,DryTortugas,DRTO,Forereef,2016,2226,24.71857,-82.85067,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
135,DRTO,DryTortugas,DRTO,Forereef,2016,2229,24.57847,-82.97454,MON CAVE,MOC,Montastraea cavernosa,massive,3.0
136,DRTO,DryTortugas,DRTO,Forereef,2016,2229,24.57847,-82.97454,ORB FRAN,ORFR,Orbicella franksi,massive,2.0
137,DRTO,DryTortugas,DRTO,Forereef,2016,2229,24.57847,-82.97454,POR ASTR,POA,Porites astreoides,submassive,3.0
138,DRTO,DryTortugas,DRTO,Forereef,2016,2229,24.57847,-82.97454,SID SIDE,SIS,Siderastrea siderea,massive,7.0
139,DRTO,DryTortugas,DRTO,Lagoon,2016,2236,24.65709,-82.86862,COL NATA,CON,Colpophyllia natans,massive,2.0
140,DRTO,DryTortugas,DRTO,Lagoon,2016,2236,24.65709,-82.86862,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
141,DRTO,DryTortugas,DRTO,Lagoon,2016,2236,24.65709,-82.86862,MYC ALIC,MYA,Mycetophyllia aliciae,plating,1.0
142,DRTO,DryTortugas,DRTO,Lagoon,2016,2236,24.65709,-82.86862,ORB FAVE,ORF,Orbicella faveolata,massive,4.0
143,DRTO,DryTortugas,DRTO,Lagoon,2016,2236,24.65709,-82.86862,POR FURC,POF,Porites furcata,branching,1.0
144,DRTO,DryTortugas,DRTO,Lagoon,2016,2236,24.65709,-82.86862,SID SIDE,SIS,Siderastrea siderea,massive,3.0
145,DRTO,DryTortugas,DRTO,Lagoon,2016,2236,24.65709,-82.86862,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
146,DRTO,DryTortugas,DRTO,Forereef,2016,2237,24.546,-82.95488,MEA MEAN,MEM,Meandrina meandrites,massive,1.0
147,DRTO,DryTortugas,DRTO,Forereef,2016,2238,24.54199,-82.94307,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
148,DRTO,DryTortugas,DRTO,Forereef,2016,2238,24.54199,-82.94307,ORB FAVE,ORF,Orbicella faveolata,massive,2.0
149,DRTO,DryTortugas,DRTO,Forereef,2016,2238,24.54199,-82.94307,ORB FRAN,ORFR,Orbicella franksi,massive,3.0
150,DRTO,DryTortugas,DRTO,Forereef,2016,2238,24.54199,-82.94307,SID SIDE,SIS,Siderastrea siderea,massive,1.0
151,DRTO,DryTortugas,DRTO,Lagoon,2016,2249,24.68833,-82.84195,DIP LABY,DIL,Diploria labyrinthiformis,massive,1.0
152,DRTO,DryTortugas,DRTO,Lagoon,2016,2249,24.68833,-82.84195,POR ASTR,POA,Porites astreoides,submassive,1.0
153,DRTO,DryTortugas,DRTO,Lagoon,2016,2249,24.68833,-82.84195,SID SIDE,SIS,Siderastrea siderea,massive,1.0
154,DRTO,DryTortugas,DRTO,Forereef,2016,2250,24.60877,-82.93293,ORB FAVE,ORF,Orbicella faveolata,massive,4.0
155,DRTO,DryTortugas,DRTO,Forereef,2016,2250,24.60877,-82.93293,ORB FRAN,ORFR,Orbicella franksi,massive,8.0
156,DRTO,DryTortugas,DRTO,Forereef,2016,2250,24.60877,-82.93293,POR ASTR,POA,Porites astreoides,submassive,1.0
157,DRTO,DryTortugas,DRTO,Forereef,2016,2250,24.60877,-82.93293,POR PORI,POP,Porites porites,branching,5.0
158,DRTO,DryTortugas,DRTO,Forereef,2016,2250,24.60877,-82.93293,SID SIDE,SIS,Siderastrea siderea,massive,6.0
159,DRTO,DryTortugas,DRTO,Forereef,2016,2253,24.63216,-82.94773,MAD DECA,MDD,Madracis decactis,encrusting,1.0
160,DRTO,DryTortugas,DRTO,Forereef,2016,2253,24.63216,-82.94773,MON CAVE,MOC,Montastraea cavernosa,massive,12.0
161,DRTO,DryTortugas,DRTO,Forereef,2016,2253,24.63216,-82.94773,SID SIDE,SIS,Siderastrea siderea,massive,1.0
162,DRTO,DryTortugas,DRTO,Forereef,2016,2253,24.63216,-82.94773,STE INTE,STI,Stephanocoenia intersepta,submassive,3.0
163,DRTO,DryTortugas,DRTO,Lagoon,2016,2254,24.64221,-82.85604,COL NATA,CON,Colpophyllia natans,massive,5.0
164,DRTO,DryTortugas,DRTO,Lagoon,2016,2254,24.64221,-82.85604,MON CAVE,MOC,Montastraea cavernosa,massive,4.0
165,DRTO,DryTortugas,DRTO,Lagoon,2016,2254,24.64221,-82.85604,ORB FAVE,ORF,Orbicella faveolata,massive,1.0
166,DRTO,DryTortugas,DRTO,Lagoon,2016,2254,24.64221,-82.85604,POR ASTR,POA,Porites astreoides,submassive,1.0
167,DRTO,DryTortugas,DRTO,Lagoon,2016,2254,24.64221,-82.85604,PSE STRI,PSS,Pseudodiploria strigosa,massive,2.0
168,DRTO,DryTortugas,DRTO,Lagoon,2016,2254,24.64221,-82.85604,SID SIDE,SIS,Siderastrea siderea,massive,5.0
169,DRTO,DryTortugas,DRTO,Forereef,2016,2255,24.66092882,-82.93717822,AGA LAMA,AGL,Agaricia lamarcki,plating,5.0
170,DRTO,DryTortugas,DRTO,Forereef,2016,2255,24.66092882,-82.93717822,MON CAVE,MOC,Montastraea cavernosa,massive,7.0
171,DRTO,DryTortugas,DRTO,Forereef,2016,2255,24.66092882,-82.93717822,POR ASTR,POA,Porites astreoides,submassive,1.0
172,DRTO,DryTortugas,DRTO,Forereef,2016,2255,24.66092882,-82.93717822,POR PORI,POP,Porites porites,branching,2.0
173,DRTO,DryTortugas,DRTO,Forereef,2016,2255,24.66092882,-82.93717822,SID SIDE,SIS,Siderastrea siderea,massive,2.0
174,DRTO,DryTortugas,DRTO,Lagoon,2016,2257,24.66716,-82.87287,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
175,DRTO,DryTortugas,DRTO,Lagoon,2016,2257,24.66716,-82.87287,SID SIDE,SIS,Siderastrea siderea,massive,1.0
176,DRTO,DryTortugas,DRTO,Lagoon,2016,2257,24.66716,-82.87287,SOL BOUR,SOB,Solenastrea bournoni,massive,4.0
177,DRTO,DryTortugas,DRTO,Forereef,2016,2260,24.61995,-82.96973,MON CAVE,MOC,Montastraea cavernosa,massive,2.0
178,DRTO,DryTortugas,DRTO,Forereef,2016,2260,24.61995,-82.96973,MYC ALIC,MYA,Mycetophyllia aliciae,plating,1.0
179,DRTO,DryTortugas,DRTO,Forereef,2016,2260,24.61995,-82.96973,POR ASTR,POA,Porites astreoides,submassive,1.0
180,DRTO,DryTortugas,DRTO,Forereef,2016,2260,24.61995,-82.96973,SID RADI,SIR,Siderastrea radians,encrusting,1.0
181,DRTO,DryTortugas,DRTO,Forereef,2016,2260,24.61995,-82.96973,SID SIDE,SIS,Siderastrea siderea,massive,3.0
182,DRTO,DryTortugas,DRTO,Forereef,2016,2261,24.62957,-82.96538,MON CAVE,MOC,Montastraea cavernosa,massive,4.0
183,DRTO,DryTortugas,DRTO,Forereef,2016,2261,24.62957,-82.96538,ORB FRAN,ORFR,Orbicella franksi,massive,4.0
184,DRTO,DryTortugas,DRTO,Forereef,2016,2261,24.62957,-82.96538,POR ASTR,POA,Porites astreoides,submassive,9.0
185,DRTO,DryTortugas,DRTO,Forereef,2016,2261,24.62957,-82.96538,SID SIDE,SIS,Siderastrea siderea,massive,3.0
186,DRTO,DryTortugas,DRTO,Forereef,2016,2261,24.62957,-82.96538,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
187,DRTO,DryTortugas,DRTO,Forereef,2016,2262,24.64763,-82.95693,,,,,0.0
188,DRTO,DryTortugas,DRTO,Bank,2016,2266,24.61279205,-83.03517767,ORB FAVE,ORF,Orbicella faveolata,massive,6.0
189,DRTO,DryTortugas,DRTO,Bank,2016,2266,24.61279205,-83.03517767,POR ASTR,POA,Porites astreoides,submassive,1.0
190,DRTO,DryTortugas,DRTO,Bank,2016,2266,24.61279205,-83.03517767,SID SIDE,SIS,Siderastrea siderea,massive,1.0
191,DRTO,DryTortugas,DRTO,Bank,2016,2266,24.61279205,-83.03517767,STE INTE,STI,Stephanocoenia intersepta,submassive,1.0
192,DRTO,DryTortugas,DRTO,Bank,2016,2268,24.62397795,-83.09949344,,,,,0.0
193,DRTO,DryTortugas,DRTO,Bank,2016,2270,24.64895711,-83.102595,AGA LAMA,AGL,Agaricia lamarcki,plating,1.0
194,DRTO,DryTortugas,DRTO,Bank,2016,2270,24.64895711,-83.102595,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
195,DRTO,DryTortugas,DRTO,Bank,2016,2270,24.64895711,-83.102595,ORB FAVE,ORF,Orbicella faveolata,massive,1.0
196,DRTO,DryTortugas,DRTO,Bank,2016,2278,24.68256,-83.01213,MON CAVE,MOC,Montastraea cavernosa,massive,1.0
197,DRTO,DryTortugas,DRTO,Bank,2016,2278,24.68256,-83.01213,ORB FAVE,ORF,Orbicella faveolata,massive,1.0
198,DRTO,DryTortugas,DRTO,Bank,2016,2288,24.65600688,-83.08527463,,,,,0.0
199,DRTO,DryTortugas,DRTO,Bank,2016,2295,24.67969,-83.02558,COL NATA,CON,Colpophyllia natans,massive,2.0
