"Time","Scenario","variable","perHC","perBBS","permicro","perSCP"
2043,"SSP2_4.5","0.5",89,1.5,9,0.5
2043,"SSP2_4.5","0.75",89,1.5,9,0.5
2043,"SSP2_4.5","1",89,1.5,9,0.5
2043,"SSP2_4.5","1.25",89,1.5,9,0.5
2043,"SSP2_4.5","1.5",89,1.5,9,0.5
2043,"SSP2_4.5","1.75",89,1.5,9,0.5
2043,"SSP2_4.5","2",89,1.5,9,0.5
2043,"SSP5_8.5","0",88.3,1.5,9.7,0.5
2043,"SSP5_8.5","0.25",88.5,1.5,9.5,0.5
2043,"SSP5_8.5","0.5",88.5,1.5,9.5,0.5
2043,"SSP5_8.5","0.75",88.5,1.5,9.5,0.5
2043,"SSP5_8.5","1",88.5,1.5,9.5,0.5
2043,"SSP5_8.5","1.25",88.2,1.5,9.7,0.5
2043,"SSP5_8.5","1.5",88.5,1.5,9.5,0.5
2043,"SSP5_8.5","1.75",88.5,1.5,9.5,0.5
2043,"SSP5_8.5","2",88.5,1.5,9.5,0.5
2044,"SSP2_4.5","0",89.3,1.5,8.7,0.5
2044,"SSP2_4.5","0.25",89.3,1.5,8.7,0.5
2044,"SSP2_4.5","0.5",89.3,1.5,8.7,0.5
2044,"SSP2_4.5","0.75",89.3,1.5,8.7,0.5
2044,"SSP2_4.5","1",89.3,1.5,8.7,0.5
2044,"SSP2_4.5","1.25",89.3,1.5,8.7,0.5
2044,"SSP2_4.5","1.5",89.3,1.5,8.7,0.5
2044,"SSP2_4.5","1.75",89.3,1.5,8.7,0.5
2044,"SSP2_4.5","2",89.3,1.5,8.7,0.5
2044,"SSP5_8.5","0",88,1.5,9.9,0.5
2044,"SSP5_8.5","0.25",88.3,1.5,9.7,0.5
2044,"SSP5_8.5","0.5",88.3,1.5,9.7,0.5
2044,"SSP5_8.5","0.75",88.3,1.5,9.7,0.5
2044,"SSP5_8.5","1",88.3,1.5,9.7,0.5
2044,"SSP5_8.5","1.25",88,1.5,10,0.5
2044,"SSP5_8.5","1.5",88.3,1.5,9.7,0.5
2044,"SSP5_8.5","1.75",88.3,1.5,9.7,0.5
2044,"SSP5_8.5","2",88.3,1.5,9.7,0.5
2045,"SSP2_4.5","0",89.1,1.5,9,0.5
2045,"SSP2_4.5","0.25",89.1,1.5,9,0.5
2045,"SSP2_4.5","0.5",89.1,1.5,9,0.5
2045,"SSP2_4.5","0.75",89.1,1.5,9,0.5
2045,"SSP2_4.5","1",89.1,1.5,9,0.5
2045,"SSP2_4.5","1.25",89.1,1.5,9,0.5
2045,"SSP2_4.5","1.5",89.1,1.5,9,0.5
2045,"SSP2_4.5","1.75",89.1,1.5,9,0.5
2045,"SSP2_4.5","2",89.1,1.5,9,0.5
2045,"SSP5_8.5","0",87.8,1.6,10.2,0.5
2045,"SSP5_8.5","0.25",88.2,1.5,9.8,0.5
2045,"SSP5_8.5","0.5",88.2,1.5,9.8,0.5
2045,"SSP5_8.5","0.75",88.2,1.5,9.8,0.5
2045,"SSP5_8.5","1",88.2,1.5,9.8,0.5
2045,"SSP5_8.5","1.25",87.9,1.5,10,0.5
2045,"SSP5_8.5","1.5",88.2,1.5,9.8,0.5
2045,"SSP5_8.5","1.75",88.2,1.5,9.8,0.5
2045,"SSP5_8.5","2",88.2,1.5,9.8,0.5
2046,"SSP2_4.5","0",89,1.5,9,0.5
2046,"SSP2_4.5","0.25",89,1.5,9,0.5
2046,"SSP2_4.5","0.5",89,1.5,9,0.5
2046,"SSP2_4.5","0.75",89,1.5,9,0.5
2046,"SSP2_4.5","1",89,1.5,9,0.5
2046,"SSP2_4.5","1.25",89,1.5,9,0.5
2046,"SSP2_4.5","1.5",89,1.5,9,0.5
2046,"SSP2_4.5","1.75",89,1.5,9,0.5
2046,"SSP2_4.5","2",89,1.5,9,0.5
2046,"SSP5_8.5","0",87.5,1.6,10.5,0.5
2046,"SSP5_8.5","0.25",88.2,1.5,9.9,0.4
2046,"SSP5_8.5","0.5",88.2,1.5,9.9,0.4
2046,"SSP5_8.5","0.75",88.2,1.5,9.9,0.4
2046,"SSP5_8.5","1",88.2,1.5,9.9,0.4
2046,"SSP5_8.5","1.25",87.9,1.5,10.1,0.5
2046,"SSP5_8.5","1.5",88.2,1.5,9.9,0.4
2046,"SSP5_8.5","1.75",88.2,1.5,9.9,0.4
2046,"SSP5_8.5","2",88.2,1.5,9.9,0.4
2047,"SSP2_4.5","0",88.9,1.5,9.1,0.5
2047,"SSP2_4.5","0.25",89.1,1.5,8.9,0.5
2047,"SSP2_4.5","0.5",89.1,1.5,8.9,0.5
2047,"SSP2_4.5","0.75",89.1,1.5,8.9,0.5
2047,"SSP2_4.5","1",89.1,1.5,8.9,0.5
2047,"SSP2_4.5","1.25",89.1,1.5,8.9,0.5
2047,"SSP2_4.5","1.5",89.1,1.5,8.9,0.5
2047,"SSP2_4.5","1.75",89.1,1.5,8.9,0.5
2047,"SSP2_4.5","2",89.1,1.5,8.9,0.5
2047,"SSP5_8.5","0",86.9,1.6,11,0.5
2047,"SSP5_8.5","0.25",87.9,1.5,10.2,0.5
2047,"SSP5_8.5","0.5",87.9,1.5,10.2,0.5
2047,"SSP5_8.5","0.75",87.9,1.5,10.2,0.5
2047,"SSP5_8.5","1",87.9,1.5,10.2,0.5
2047,"SSP5_8.5","1.25",87.6,1.6,10.4,0.5
2047,"SSP5_8.5","1.5",87.9,1.5,10.2,0.5
2047,"SSP5_8.5","1.75",87.9,1.5,10.2,0.5
2047,"SSP5_8.5","2",87.9,1.5,10.2,0.5
2048,"SSP2_4.5","0",88.9,1.5,9.1,0.5
2048,"SSP2_4.5","0.25",89.3,1.5,8.7,0.5
2048,"SSP2_4.5","0.5",89.3,1.5,8.7,0.5
2048,"SSP2_4.5","0.75",89.3,1.5,8.7,0.5
2048,"SSP2_4.5","1",89.3,1.5,8.7,0.5
2048,"SSP2_4.5","1.25",89.3,1.5,8.7,0.5
2048,"SSP2_4.5","1.5",89.3,1.5,8.7,0.5
2048,"SSP2_4.5","1.75",89.3,1.5,8.7,0.5
2048,"SSP2_4.5","2",89.3,1.5,8.7,0.5
2048,"SSP5_8.5","0",86.5,1.7,11.4,0.5
2048,"SSP5_8.5","0.25",87.7,1.5,10.3,0.5
2048,"SSP5_8.5","0.5",87.7,1.5,10.3,0.5
2048,"SSP5_8.5","0.75",87.7,1.5,10.3,0.5
2048,"SSP5_8.5","1",87.7,1.5,10.3,0.5
2048,"SSP5_8.5","1.25",87.4,1.6,10.6,0.5
2048,"SSP5_8.5","1.5",87.7,1.5,10.3,0.5
2048,"SSP5_8.5","1.75",87.7,1.5,10.3,0.5
2048,"SSP5_8.5","2",87.7,1.5,10.3,0.5
2049,"SSP2_4.5","0",88.6,1.5,9.3,0.5
2049,"SSP2_4.5","0.25",89.1,1.5,9,0.5
2049,"SSP2_4.5","0.5",89.1,1.5,9,0.5
2049,"SSP2_4.5","0.75",89.1,1.5,9,0.5
2049,"SSP2_4.5","1",89.1,1.5,9,0.5
2049,"SSP2_4.5","1.25",89.1,1.5,9,0.5
2049,"SSP2_4.5","1.5",89.1,1.5,9,0.5
2049,"SSP2_4.5","1.75",89.1,1.5,9,0.5
2049,"SSP2_4.5","2",89.1,1.5,9,0.5
2049,"SSP5_8.5","0",86.3,1.7,11.5,0.5
2049,"SSP5_8.5","0.25",87.5,1.6,10.5,0.4
2049,"SSP5_8.5","0.5",87.8,1.5,10.3,0.4
2049,"SSP5_8.5","0.75",87.8,1.5,10.3,0.4
2049,"SSP5_8.5","1",87.8,1.5,10.3,0.4
2049,"SSP5_8.5","1.25",87.5,1.6,10.5,0.4
2049,"SSP5_8.5","1.5",87.8,1.5,10.3,0.4
2049,"SSP5_8.5","1.75",87.8,1.5,10.3,0.4
2049,"SSP5_8.5","2",87.8,1.5,10.3,0.4
2050,"SSP2_4.5","0",88.5,1.6,9.5,0.5
2050,"SSP2_4.5","0.25",89.1,1.5,8.9,0.4
2050,"SSP2_4.5","0.5",89.1,1.5,8.9,0.4
2050,"SSP2_4.5","0.75",89.1,1.5,8.9,0.4
2050,"SSP2_4.5","1",89.1,1.5,8.9,0.4
2050,"SSP2_4.5","1.25",89.1,1.5,8.9,0.4
2050,"SSP2_4.5","1.5",89.1,1.5,8.9,0.4
2050,"SSP2_4.5","1.75",89.1,1.5,8.9,0.4
2050,"SSP2_4.5","2",89.1,1.5,8.9,0.4
2050,"SSP5_8.5","0",85.8,1.7,12,0.5
2050,"SSP5_8.5","0.25",87.3,1.6,10.7,0.4
2050,"SSP5_8.5","0.5",87.6,1.5,10.5,0.4
2050,"SSP5_8.5","0.75",87.6,1.5,10.5,0.4
2050,"SSP5_8.5","1",87.6,1.5,10.5,0.4
2050,"SSP5_8.5","1.25",87.2,1.6,10.8,0.4
2050,"SSP5_8.5","1.5",87.6,1.5,10.5,0.4
2050,"SSP5_8.5","1.75",87.6,1.5,10.5,0.4
2050,"SSP5_8.5","2",87.6,1.5,10.5,0.4
2051,"SSP2_4.5","0",88.2,1.6,9.8,0.5
2051,"SSP2_4.5","0.25",89,1.5,9,0.4
2051,"SSP2_4.5","0.5",89,1.5,9,0.4
2051,"SSP2_4.5","0.75",89,1.5,9,0.4
2051,"SSP2_4.5","1",89,1.5,9,0.4
2051,"SSP2_4.5","1.25",89,1.5,9,0.4
2051,"SSP2_4.5","1.5",89,1.5,9,0.4
2051,"SSP2_4.5","1.75",89,1.5,9,0.4
2051,"SSP2_4.5","2",89,1.5,9,0.4
2051,"SSP5_8.5","0",85.3,1.8,12.4,0.5
2051,"SSP5_8.5","0.25",87.1,1.6,10.9,0.4
2051,"SSP5_8.5","0.5",87.3,1.5,10.7,0.4
2051,"SSP5_8.5","0.75",87.3,1.5,10.7,0.4
2051,"SSP5_8.5","1",87.3,1.5,10.7,0.4
2051,"SSP5_8.5","1.25",87,1.6,11,0.4
2051,"SSP5_8.5","1.5",87.3,1.5,10.7,0.4
2051,"SSP5_8.5","1.75",87.3,1.5,10.7,0.4
2051,"SSP5_8.5","2",87.3,1.5,10.7,0.4
2052,"SSP2_4.5","0",87.8,1.6,10.1,0.5
2052,"SSP2_4.5","0.25",88.9,1.5,9.1,0.4
2052,"SSP2_4.5","0.5",88.9,1.5,9.1,0.4
2052,"SSP2_4.5","0.75",88.9,1.5,9.1,0.4
2052,"SSP2_4.5","1",88.9,1.5,9.1,0.4
2052,"SSP2_4.5","1.25",88.9,1.5,9.1,0.4
2052,"SSP2_4.5","1.5",88.9,1.5,9.1,0.4
2052,"SSP2_4.5","1.75",88.9,1.5,9.1,0.4
2052,"SSP2_4.5","2",88.9,1.5,9.1,0.4
2052,"SSP5_8.5","0",84.9,1.8,12.7,0.5
2052,"SSP5_8.5","0.25",86.8,1.6,11.2,0.5
2052,"SSP5_8.5","0.5",87.2,1.5,10.8,0.4
2052,"SSP5_8.5","0.75",87.2,1.5,10.8,0.4
2052,"SSP5_8.5","1",87.2,1.5,10.8,0.4
2052,"SSP5_8.5","1.25",86.9,1.6,11.1,0.5
2052,"SSP5_8.5","1.5",87.2,1.5,10.8,0.4
2052,"SSP5_8.5","1.75",87.2,1.5,10.8,0.4
2052,"SSP5_8.5","2",87.2,1.5,10.8,0.4
2053,"SSP2_4.5","0",87.6,1.7,10.3,0.5
2053,"SSP2_4.5","0.25",88.9,1.5,9.2,0.5
2053,"SSP2_4.5","0.5",88.9,1.5,9.2,0.5
2053,"SSP2_4.5","0.75",88.9,1.5,9.2,0.5
2053,"SSP2_4.5","1",88.9,1.5,9.2,0.5
2053,"SSP2_4.5","1.25",88.9,1.5,9.2,0.5
2053,"SSP2_4.5","1.5",88.9,1.5,9.2,0.5
2053,"SSP2_4.5","1.75",88.9,1.5,9.2,0.5
2053,"SSP2_4.5","2",88.9,1.5,9.2,0.5
2053,"SSP5_8.5","0",84.1,1.9,13.5,0.5
2053,"SSP5_8.5","0.25",86.5,1.6,11.4,0.4
2053,"SSP5_8.5","0.5",87.3,1.6,10.8,0.4
2053,"SSP5_8.5","0.75",87.3,1.6,10.8,0.4
2053,"SSP5_8.5","1",87.3,1.6,10.8,0.4
2053,"SSP5_8.5","1.25",86.9,1.6,11.1,0.4
2053,"SSP5_8.5","1.5",87.3,1.6,10.8,0.4
2053,"SSP5_8.5","1.75",87.3,1.6,10.8,0.4
2053,"SSP5_8.5","2",87.3,1.6,10.8,0.4
2054,"SSP2_4.5","0",87.4,1.7,10.4,0.5
2054,"SSP2_4.5","0.25",88.9,1.5,9.1,0.5
2054,"SSP2_4.5","0.5",88.9,1.5,9.1,0.5
2054,"SSP2_4.5","0.75",88.9,1.5,9.1,0.5
2054,"SSP2_4.5","1",88.9,1.5,9.1,0.5
2054,"SSP2_4.5","1.25",88.9,1.5,9.1,0.5
2054,"SSP2_4.5","1.5",88.9,1.5,9.1,0.5
2054,"SSP2_4.5","1.75",88.9,1.5,9.1,0.5
2054,"SSP2_4.5","2",88.9,1.5,9.1,0.5
2054,"SSP5_8.5","0",83.1,2.1,14.3,0.5
2054,"SSP5_8.5","0.25",86.2,1.7,11.7,0.4
2054,"SSP5_8.5","0.5",87.2,1.6,10.8,0.4
2054,"SSP5_8.5","0.75",87.2,1.6,10.8,0.4
2054,"SSP5_8.5","1",87.2,1.6,10.8,0.4
2054,"SSP5_8.5","1.25",86.8,1.6,11.2,0.4
2054,"SSP5_8.5","1.5",87.2,1.6,10.8,0.4
2054,"SSP5_8.5","1.75",87.2,1.6,10.8,0.4
2054,"SSP5_8.5","2",87.2,1.6,10.8,0.4
2055,"SSP2_4.5","0",87.1,1.7,10.6,0.5
2055,"SSP2_4.5","0.25",88.9,1.5,9.1,0.5
2055,"SSP2_4.5","0.5",88.9,1.5,9.1,0.5
2055,"SSP2_4.5","0.75",88.9,1.5,9.1,0.5
2055,"SSP2_4.5","1",88.9,1.5,9.1,0.5
2055,"SSP2_4.5","1.25",88.9,1.5,9.1,0.5
2055,"SSP2_4.5","1.5",88.9,1.5,9.1,0.5
2055,"SSP2_4.5","1.75",88.9,1.5,9.1,0.5
2055,"SSP2_4.5","2",88.9,1.5,9.1,0.5
2055,"SSP5_8.5","0",82,2.2,15.4,0.5
2055,"SSP5_8.5","0.25",85.8,1.7,12.1,0.4
2055,"SSP5_8.5","0.5",86.8,1.6,11.2,0.4
2055,"SSP5_8.5","0.75",87.1,1.6,11,0.3
2055,"SSP5_8.5","1",87.1,1.6,11,0.3
2055,"SSP5_8.5","1.25",86.7,1.6,11.3,0.4
2055,"SSP5_8.5","1.5",87.1,1.6,11,0.3
2055,"SSP5_8.5","1.75",87.1,1.6,11,0.3
2055,"SSP5_8.5","2",87.1,1.6,11,0.3
2056,"SSP2_4.5","0",86.8,1.8,10.9,0.5
2056,"SSP2_4.5","0.25",88.9,1.5,9.2,0.4
2056,"SSP2_4.5","0.5",88.9,1.5,9.2,0.4
2056,"SSP2_4.5","0.75",88.9,1.5,9.2,0.4
2056,"SSP2_4.5","1",88.9,1.5,9.2,0.4
2056,"SSP2_4.5","1.25",88.9,1.5,9.2,0.4
2056,"SSP2_4.5","1.5",88.9,1.5,9.2,0.4
2056,"SSP2_4.5","1.75",88.9,1.5,9.2,0.4
2056,"SSP2_4.5","2",88.9,1.5,9.2,0.4
2056,"SSP5_8.5","0",80.7,2.3,16.5,0.5
2056,"SSP5_8.5","0.25",85.3,1.8,12.6,0.3
2056,"SSP5_8.5","0.5",86.4,1.6,11.7,0.3
2056,"SSP5_8.5","0.75",86.9,1.6,11.2,0.3
2056,"SSP5_8.5","1",86.9,1.6,11.2,0.3
2056,"SSP5_8.5","1.25",86.5,1.6,11.6,0.3
2056,"SSP5_8.5","1.5",86.9,1.6,11.2,0.3
2056,"SSP5_8.5","1.75",86.9,1.6,11.2,0.3
2056,"SSP5_8.5","2",86.9,1.6,11.2,0.3
2057,"SSP2_4.5","0",86.7,1.8,11,0.5
2057,"SSP2_4.5","0.25",89,1.5,9.1,0.4
2057,"SSP2_4.5","0.5",89,1.5,9.1,0.4
2057,"SSP2_4.5","0.75",89,1.5,9.1,0.4
2057,"SSP2_4.5","1",89,1.5,9.1,0.4
2057,"SSP2_4.5","1.25",89,1.5,9.1,0.4
2057,"SSP2_4.5","1.5",89,1.5,9.1,0.4
2057,"SSP2_4.5","1.75",89,1.5,9.1,0.4
2057,"SSP2_4.5","2",89,1.5,9.1,0.4
2057,"SSP5_8.5","0",79.7,2.4,17.4,0.5
2057,"SSP5_8.5","0.25",84.5,1.9,13.3,0.4
2057,"SSP5_8.5","0.5",86.1,1.7,11.8,0.3
2057,"SSP5_8.5","0.75",86.9,1.6,11.2,0.3
2057,"SSP5_8.5","1",86.9,1.6,11.2,0.3
2057,"SSP5_8.5","1.25",86.5,1.6,11.6,0.3
2057,"SSP5_8.5","1.5",86.9,1.6,11.2,0.3
2057,"SSP5_8.5","1.75",86.9,1.6,11.2,0.3
2057,"SSP5_8.5","2",86.9,1.6,11.2,0.3
2058,"SSP2_4.5","0",86.5,1.8,11.1,0.6
2058,"SSP2_4.5","0.25",89,1.5,9,0.5
2058,"SSP2_4.5","0.5",89,1.5,9,0.5
2058,"SSP2_4.5","0.75",89,1.5,9,0.5
2058,"SSP2_4.5","1",89,1.5,9,0.5
2058,"SSP2_4.5","1.25",89,1.5,9,0.5
2058,"SSP2_4.5","1.5",89,1.5,9,0.5
2058,"SSP2_4.5","1.75",89,1.5,9,0.5
2058,"SSP2_4.5","2",89,1.5,9,0.5
2058,"SSP5_8.5","0",78.6,2.6,18.4,0.5
2058,"SSP5_8.5","0.25",84.1,1.9,13.6,0.4
2058,"SSP5_8.5","0.5",85.8,1.7,12.1,0.3
2058,"SSP5_8.5","0.75",86.9,1.6,11.3,0.3
2058,"SSP5_8.5","1",86.9,1.6,11.3,0.3
2058,"SSP5_8.5","1.25",86.4,1.6,11.6,0.3
2058,"SSP5_8.5","1.5",86.9,1.6,11.3,0.3
2058,"SSP5_8.5","1.75",86.9,1.6,11.3,0.3
2058,"SSP5_8.5","2",86.9,1.6,11.3,0.3
2059,"SSP2_4.5","0",86,1.9,11.6,0.6
2059,"SSP2_4.5","0.25",88.8,1.5,9.2,0.4
2059,"SSP2_4.5","0.5",88.8,1.5,9.2,0.4
2059,"SSP2_4.5","0.75",88.8,1.5,9.2,0.4
2059,"SSP2_4.5","1",88.8,1.5,9.2,0.4
2059,"SSP2_4.5","1.25",88.8,1.5,9.2,0.4
2059,"SSP2_4.5","1.5",88.8,1.5,9.2,0.4
2059,"SSP2_4.5","1.75",88.8,1.5,9.2,0.4
2059,"SSP2_4.5","2",88.8,1.5,9.2,0.4
2059,"SSP5_8.5","0",76.9,2.7,19.9,0.5
2059,"SSP5_8.5","0.25",82.7,2,14.9,0.4
2059,"SSP5_8.5","0.5",85.1,1.8,12.8,0.3
2059,"SSP5_8.5","0.75",86.4,1.6,11.6,0.3
2059,"SSP5_8.5","1",86.4,1.6,11.6,0.3
2059,"SSP5_8.5","1.25",86,1.7,12,0.3
2059,"SSP5_8.5","1.5",86.4,1.6,11.6,0.3
2059,"SSP5_8.5","1.75",86.4,1.6,11.6,0.3
2059,"SSP5_8.5","2",86.4,1.6,11.6,0.3
2060,"SSP2_4.5","0",85.9,1.9,11.6,0.5
2060,"SSP2_4.5","0.25",89,1.5,9.1,0.4
2060,"SSP2_4.5","0.5",89,1.5,9.1,0.4
2060,"SSP2_4.5","0.75",89,1.5,9.1,0.4
2060,"SSP2_4.5","1",89,1.5,9.1,0.4
2060,"SSP2_4.5","1.25",89,1.5,9.1,0.4
2060,"SSP2_4.5","1.5",89,1.5,9.1,0.4
2060,"SSP2_4.5","1.75",89,1.5,9.1,0.4
2060,"SSP2_4.5","2",89,1.5,9.1,0.4
2060,"SSP5_8.5","0",76,2.9,20.6,0.5
2060,"SSP5_8.5","0.25",81.9,2.2,15.6,0.4
2060,"SSP5_8.5","0.5",85,1.8,12.9,0.3
2060,"SSP5_8.5","0.75",86.6,1.6,11.5,0.3
2060,"SSP5_8.5","1",86.6,1.6,11.5,0.3
2060,"SSP5_8.5","1.25",86.1,1.7,11.9,0.3
2060,"SSP5_8.5","1.5",86.6,1.6,11.5,0.3
2060,"SSP5_8.5","1.75",86.6,1.6,11.5,0.3
2060,"SSP5_8.5","2",86.6,1.6,11.5,0.3
2061,"SSP2_4.5","0",85.3,2,12.1,0.5
2061,"SSP2_4.5","0.25",89.1,1.5,9,0.4
2061,"SSP2_4.5","0.5",89.1,1.5,9,0.4
2061,"SSP2_4.5","0.75",89.1,1.5,9,0.4
2061,"SSP2_4.5","1",89.1,1.5,9,0.4
2061,"SSP2_4.5","1.25",89.1,1.5,9,0.4
2061,"SSP2_4.5","1.5",89.1,1.5,9,0.4
2061,"SSP2_4.5","1.75",89.1,1.5,9,0.4
2061,"SSP2_4.5","2",89.1,1.5,9,0.4
2061,"SSP5_8.5","0",74.4,3,22.1,0.4
2061,"SSP5_8.5","0.25",80.5,2.3,16.9,0.3
2061,"SSP5_8.5","0.5",84.5,1.8,13.4,0.3
2061,"SSP5_8.5","0.75",86.3,1.6,11.8,0.2
2061,"SSP5_8.5","1",86.3,1.6,11.8,0.2
2061,"SSP5_8.5","1.25",85.8,1.7,12.2,0.2
2061,"SSP5_8.5","1.5",86.3,1.6,11.8,0.2
2061,"SSP5_8.5","1.75",86.3,1.6,11.8,0.2
2061,"SSP5_8.5","2",86.3,1.6,11.8,0.2
2062,"SSP2_4.5","0",84.9,2.1,12.5,0.6
2062,"SSP2_4.5","0.25",89,1.5,9.1,0.4
2062,"SSP2_4.5","0.5",89,1.5,9.1,0.4
2062,"SSP2_4.5","0.75",89,1.5,9.1,0.4
2062,"SSP2_4.5","1",89,1.5,9.1,0.4
2062,"SSP2_4.5","1.25",89,1.5,9.1,0.4
2062,"SSP2_4.5","1.5",89,1.5,9.1,0.4
2062,"SSP2_4.5","1.75",89,1.5,9.1,0.4
2062,"SSP2_4.5","2",89,1.5,9.1,0.4
2062,"SSP5_8.5","0",72.7,3.2,23.6,0.5
2062,"SSP5_8.5","0.25",79,2.4,18.2,0.4
2062,"SSP5_8.5","0.5",83.8,1.9,14,0.3
2062,"SSP5_8.5","0.75",85.7,1.7,12.4,0.2
2062,"SSP5_8.5","1",86,1.6,12.1,0.2
2062,"SSP5_8.5","1.25",85.5,1.7,12.6,0.2
2062,"SSP5_8.5","1.5",86,1.6,12.1,0.2
2062,"SSP5_8.5","1.75",86,1.6,12.1,0.2
2062,"SSP5_8.5","2",86,1.6,12.1,0.2
2063,"SSP2_4.5","0",84.6,2.1,12.8,0.5
2063,"SSP2_4.5","0.25",89,1.5,9.1,0.4
2063,"SSP2_4.5","0.5",89,1.5,9.1,0.4
2063,"SSP2_4.5","0.75",89,1.5,9.1,0.4
2063,"SSP2_4.5","1",89,1.5,9.1,0.4
2063,"SSP2_4.5","1.25",89,1.5,9.1,0.4
2063,"SSP2_4.5","1.5",89,1.5,9.1,0.4
2063,"SSP2_4.5","1.75",89,1.5,9.1,0.4
2063,"SSP2_4.5","2",89,1.5,9.1,0.4
2063,"SSP5_8.5","0",71.7,3.3,24.5,0.4
2063,"SSP5_8.5","0.25",78.1,2.6,19,0.3
2063,"SSP5_8.5","0.5",83,2,14.8,0.2
2063,"SSP5_8.5","0.75",85.6,1.7,12.5,0.2
2063,"SSP5_8.5","1",86.1,1.6,12,0.2
2063,"SSP5_8.5","1.25",85.6,1.7,12.5,0.2
2063,"SSP5_8.5","1.5",86.1,1.6,12,0.2
2063,"SSP5_8.5","1.75",86.1,1.6,12,0.2
2063,"SSP5_8.5","2",86.1,1.6,12,0.2
2064,"SSP2_4.5","0",83.4,2.3,13.8,0.6
2064,"SSP2_4.5","0.25",88.6,1.6,9.5,0.4
2064,"SSP2_4.5","0.5",88.8,1.5,9.3,0.4
2064,"SSP2_4.5","0.75",88.8,1.5,9.3,0.4
2064,"SSP2_4.5","1",88.8,1.5,9.3,0.4
2064,"SSP2_4.5","1.25",88.8,1.5,9.3,0.4
2064,"SSP2_4.5","1.5",88.8,1.5,9.3,0.4
2064,"SSP2_4.5","1.75",88.8,1.5,9.3,0.4
2064,"SSP2_4.5","2",88.8,1.5,9.3,0.4
2064,"SSP5_8.5","0",70,3.5,26.1,0.4
2064,"SSP5_8.5","0.25",76.5,2.7,20.5,0.3
2064,"SSP5_8.5","0.5",81.6,2.1,16,0.2
2064,"SSP5_8.5","0.75",85,1.7,13,0.2
2064,"SSP5_8.5","1",85.8,1.6,12.3,0.2
2064,"SSP5_8.5","1.25",85.3,1.7,12.8,0.2
2064,"SSP5_8.5","1.5",85.8,1.6,12.3,0.2
2064,"SSP5_8.5","1.75",85.8,1.6,12.3,0.2
2064,"SSP5_8.5","2",85.8,1.6,12.3,0.2
2065,"SSP2_4.5","0",82.7,2.4,14.3,0.6
2065,"SSP2_4.5","0.25",88.5,1.6,9.5,0.4
2065,"SSP2_4.5","0.5",88.9,1.5,9.1,0.4
2065,"SSP2_4.5","0.75",88.9,1.5,9.1,0.4
2065,"SSP2_4.5","1",88.9,1.5,9.1,0.4
2065,"SSP2_4.5","1.25",88.9,1.5,9.1,0.4
2065,"SSP2_4.5","1.5",88.9,1.5,9.1,0.4
2065,"SSP2_4.5","1.75",88.9,1.5,9.1,0.4
2065,"SSP2_4.5","2",88.9,1.5,9.1,0.4
2065,"SSP5_8.5","0",68.8,3.6,27.2,0.3
2065,"SSP5_8.5","0.25",75.3,2.9,21.5,0.3
2065,"SSP5_8.5","0.5",80.6,2.3,16.9,0.2
2065,"SSP5_8.5","0.75",84.7,1.8,13.3,0.2
2065,"SSP5_8.5","1",85.8,1.6,12.4,0.2
2065,"SSP5_8.5","1.25",85.3,1.7,12.9,0.2
2065,"SSP5_8.5","1.5",85.8,1.6,12.4,0.2
2065,"SSP5_8.5","1.75",85.8,1.6,12.4,0.2
2065,"SSP5_8.5","2",85.8,1.6,12.4,0.2
2066,"SSP2_4.5","0",81.5,2.5,15.4,0.6
2066,"SSP2_4.5","0.25",88.1,1.6,9.9,0.4
2066,"SSP2_4.5","0.5",88.8,1.5,9.3,0.4
2066,"SSP2_4.5","0.75",88.8,1.5,9.3,0.4
2066,"SSP2_4.5","1",88.8,1.5,9.3,0.4
2066,"SSP2_4.5","1.25",88.8,1.5,9.3,0.4
2066,"SSP2_4.5","1.5",88.8,1.5,9.3,0.4
2066,"SSP2_4.5","1.75",88.8,1.5,9.3,0.4
2066,"SSP2_4.5","2",88.8,1.5,9.3,0.4
2066,"SSP5_8.5","0",67.8,3.8,28,0.3
2066,"SSP5_8.5","0.25",74.4,3,22.3,0.3
2066,"SSP5_8.5","0.5",79.7,2.4,17.7,0.2
2066,"SSP5_8.5","0.75",84.6,1.8,13.4,0.2
2066,"SSP5_8.5","1",86,1.7,12.2,0.2
2066,"SSP5_8.5","1.25",85.4,1.7,12.7,0.2
2066,"SSP5_8.5","1.5",86,1.7,12.2,0.2
2066,"SSP5_8.5","1.75",86,1.7,12.2,0.2
2066,"SSP5_8.5","2",86,1.7,12.2,0.2
2067,"SSP2_4.5","0",80.7,2.7,15.9,0.7
2067,"SSP2_4.5","0.25",88,1.7,9.9,0.4
2067,"SSP2_4.5","0.5",88.9,1.5,9.2,0.4
2067,"SSP2_4.5","0.75",88.9,1.5,9.2,0.4
2067,"SSP2_4.5","1",88.9,1.5,9.2,0.4
2067,"SSP2_4.5","1.25",88.9,1.5,9.2,0.4
2067,"SSP2_4.5","1.5",88.9,1.5,9.2,0.4
2067,"SSP2_4.5","1.75",88.9,1.5,9.2,0.4
2067,"SSP2_4.5","2",88.9,1.5,9.2,0.4
2067,"SSP5_8.5","0",66.2,4,29.7,0.2
2067,"SSP5_8.5","0.25",72.8,3.2,23.8,0.2
2067,"SSP5_8.5","0.5",78.3,2.5,19,0.1
