"Time","Scenario","variable","perHC","perBBS","permicro","perSCP"
2067,"SSP5_8.5","0.75",84.1,1.9,14,0.1
2067,"SSP5_8.5","1",85.8,1.7,12.5,0.1
2067,"SSP5_8.5","1.25",85.2,1.7,13,0.1
2067,"SSP5_8.5","1.5",85.8,1.7,12.5,0.1
2067,"SSP5_8.5","1.75",85.8,1.7,12.5,0.1
2067,"SSP5_8.5","2",85.8,1.7,12.5,0.1
2068,"SSP2_4.5","0",79.8,2.8,16.8,0.7
2068,"SSP2_4.5","0.25",87.8,1.7,10.1,0.4
2068,"SSP2_4.5","0.5",88.9,1.5,9.2,0.4
2068,"SSP2_4.5","0.75",88.9,1.5,9.2,0.4
2068,"SSP2_4.5","1",88.9,1.5,9.2,0.4
2068,"SSP2_4.5","1.25",88.9,1.5,9.2,0.4
2068,"SSP2_4.5","1.5",88.9,1.5,9.2,0.4
2068,"SSP2_4.5","1.75",88.9,1.5,9.2,0.4
2068,"SSP2_4.5","2",88.9,1.5,9.2,0.4
2068,"SSP5_8.5","0",65,4.1,30.7,0.2
2068,"SSP5_8.5","0.25",71.6,3.3,24.9,0.1
2068,"SSP5_8.5","0.5",77.2,2.7,20,0.1
2068,"SSP5_8.5","0.75",83.8,1.9,14.2,0.1
2068,"SSP5_8.5","1",85.8,1.7,12.5,0.1
2068,"SSP5_8.5","1.25",85.2,1.7,13,0.1
2068,"SSP5_8.5","1.5",85.8,1.7,12.5,0.1
2068,"SSP5_8.5","1.75",85.8,1.7,12.5,0.1
2068,"SSP5_8.5","2",85.8,1.7,12.5,0.1
2069,"SSP2_4.5","0",78.6,3,17.7,0.7
2069,"SSP2_4.5","0.25",87.5,1.7,10.4,0.4
2069,"SSP2_4.5","0.5",88.9,1.5,9.2,0.4
2069,"SSP2_4.5","0.75",88.9,1.5,9.2,0.4
2069,"SSP2_4.5","1",88.9,1.5,9.2,0.4
2069,"SSP2_4.5","1.25",88.9,1.5,9.2,0.4
2069,"SSP2_4.5","1.5",88.9,1.5,9.2,0.4
2069,"SSP2_4.5","1.75",88.9,1.5,9.2,0.4
2069,"SSP2_4.5","2",88.9,1.5,9.2,0.4
2069,"SSP5_8.5","0",63,4.3,32.7,0.1
2069,"SSP5_8.5","0.25",69.7,3.5,26.7,0.1
2069,"SSP5_8.5","0.5",75.5,2.8,21.6,0
2069,"SSP5_8.5","0.75",83.1,2,14.9,0
2069,"SSP5_8.5","1",85.4,1.7,12.9,0
2069,"SSP5_8.5","1.25",84.8,1.8,13.4,0
2069,"SSP5_8.5","1.5",85.4,1.7,12.9,0
2069,"SSP5_8.5","1.75",85.4,1.7,12.9,0
2069,"SSP5_8.5","2",85.4,1.7,12.9,0
2070,"SSP2_4.5","0",77.8,3.1,18.4,0.7
2070,"SSP2_4.5","0.25",87.4,1.8,10.4,0.4
2070,"SSP2_4.5","0.5",89,1.5,9.1,0.3
2070,"SSP2_4.5","0.75",89,1.5,9.1,0.3
2070,"SSP2_4.5","1",89,1.5,9.1,0.3
2070,"SSP2_4.5","1.25",89,1.5,9.1,0.3
2070,"SSP2_4.5","1.5",89,1.5,9.1,0.3
2070,"SSP2_4.5","1.75",89,1.5,9.1,0.3
2070,"SSP2_4.5","2",89,1.5,9.1,0.3
2070,"SSP5_8.5","0",61.3,4.5,34.2,0
2070,"SSP5_8.5","0.25",68.1,3.7,28.2,0
2070,"SSP5_8.5","0.5",74,3,23,0
2070,"SSP5_8.5","0.75",81.9,2.1,16,0
2070,"SSP5_8.5","1",84.9,1.7,13.4,0
2070,"SSP5_8.5","1.25",84.5,1.8,13.7,0
2070,"SSP5_8.5","1.5",85.2,1.7,13.1,0
2070,"SSP5_8.5","1.75",85.2,1.7,13.1,0
2070,"SSP5_8.5","2",85.2,1.7,13.1,0
2071,"SSP2_4.5","0",76.8,3.3,19.1,0.8
2071,"SSP2_4.5","0.25",87.2,1.8,10.5,0.4
2071,"SSP2_4.5","0.5",89.1,1.5,9,0.4
2071,"SSP2_4.5","0.75",89.1,1.5,9,0.4
2071,"SSP2_4.5","1",89.1,1.5,9,0.4
2071,"SSP2_4.5","1.25",89.1,1.5,9,0.4
2071,"SSP2_4.5","1.5",89.1,1.5,9,0.4
2071,"SSP2_4.5","1.75",89.1,1.5,9,0.4
2071,"SSP2_4.5","2",89.1,1.5,9,0.4
2071,"SSP5_8.5","0",59.6,4.7,35.7,0
2071,"SSP5_8.5","0.25",66.4,3.9,29.7,0
2071,"SSP5_8.5","0.5",72.4,3.2,24.4,0
2071,"SSP5_8.5","0.75",80.5,2.2,17.2,0
2071,"SSP5_8.5","1",84.4,1.8,13.8,0
2071,"SSP5_8.5","1.25",84,1.8,14.1,0
2071,"SSP5_8.5","1.5",85,1.7,13.3,0
2071,"SSP5_8.5","1.75",85,1.7,13.3,0
2071,"SSP5_8.5","2",85,1.7,13.3,0
2072,"SSP2_4.5","0",75.5,3.4,20.3,0.9
2072,"SSP2_4.5","0.25",86.8,1.8,10.9,0.5
2072,"SSP2_4.5","0.5",88.7,1.6,9.4,0.4
2072,"SSP2_4.5","0.75",88.9,1.5,9.2,0.4
2072,"SSP2_4.5","1",88.9,1.5,9.2,0.4
2072,"SSP2_4.5","1.25",88.9,1.5,9.2,0.4
2072,"SSP2_4.5","1.5",88.9,1.5,9.2,0.4
2072,"SSP2_4.5","1.75",88.9,1.5,9.2,0.4
2072,"SSP2_4.5","2",88.9,1.5,9.2,0.4
2072,"SSP5_8.5","0",57.9,4.8,37.3,0
2072,"SSP5_8.5","0.25",64.6,4,31.3,0
2072,"SSP5_8.5","0.5",70.7,3.4,25.9,0
2072,"SSP5_8.5","0.75",79.1,2.4,18.5,0
2072,"SSP5_8.5","1",83.1,1.9,14.9,0
2072,"SSP5_8.5","1.25",83.5,1.9,14.6,0
2072,"SSP5_8.5","1.5",84.7,1.7,13.5,0
2072,"SSP5_8.5","1.75",84.7,1.7,13.5,0
2072,"SSP5_8.5","2",84.7,1.7,13.5,0
2073,"SSP2_4.5","0",74.3,3.6,21.3,0.8
2073,"SSP2_4.5","0.25",86.5,1.9,11.2,0.4
2073,"SSP2_4.5","0.5",88.6,1.6,9.4,0.4
2073,"SSP2_4.5","0.75",88.8,1.6,9.3,0.4
2073,"SSP2_4.5","1",88.8,1.6,9.3,0.4
2073,"SSP2_4.5","1.25",88.8,1.6,9.3,0.4
2073,"SSP2_4.5","1.5",88.8,1.6,9.3,0.4
2073,"SSP2_4.5","1.75",88.8,1.6,9.3,0.4
2073,"SSP2_4.5","2",88.8,1.6,9.3,0.4
2073,"SSP5_8.5","0",56.8,5,38.2,0
2073,"SSP5_8.5","0.25",63.5,4.2,32.3,0
2073,"SSP5_8.5","0.5",69.6,3.5,26.9,0
2073,"SSP5_8.5","0.75",78.1,2.5,19.3,0
2073,"SSP5_8.5","1",82.2,2,15.7,0
2073,"SSP5_8.5","1.25",83.3,1.9,14.8,0
2073,"SSP5_8.5","1.5",84.8,1.7,13.4,0
2073,"SSP5_8.5","1.75",84.8,1.7,13.4,0
2073,"SSP5_8.5","2",84.8,1.7,13.4,0
2074,"SSP2_4.5","0",73.1,3.7,22.3,0.9
2074,"SSP2_4.5","0.25",86.2,1.9,11.4,0.5
2074,"SSP2_4.5","0.5",88.6,1.6,9.4,0.4
2074,"SSP2_4.5","0.75",88.8,1.6,9.2,0.4
2074,"SSP2_4.5","1",88.8,1.6,9.2,0.4
2074,"SSP2_4.5","1.25",88.8,1.6,9.2,0.4
2074,"SSP2_4.5","1.5",88.8,1.6,9.2,0.4
2074,"SSP2_4.5","1.75",88.8,1.6,9.2,0.4
2074,"SSP2_4.5","2",88.8,1.6,9.2,0.4
2074,"SSP5_8.5","0",55.3,5.1,39.6,0
2074,"SSP5_8.5","0.25",61.8,4.4,33.8,0
2074,"SSP5_8.5","0.5",68,3.7,28.3,0
2074,"SSP5_8.5","0.75",76.7,2.7,20.6,0
2074,"SSP5_8.5","1",81.8,2.1,16.1,0
2074,"SSP5_8.5","1.25",82.8,2,15.3,0
2074,"SSP5_8.5","1.5",84.7,1.8,13.6,0
2074,"SSP5_8.5","1.75",84.7,1.8,13.6,0
2074,"SSP5_8.5","2",84.7,1.8,13.6,0
2075,"SSP2_4.5","0",71.9,3.9,23.3,0.9
2075,"SSP2_4.5","0.25",85.9,2,11.7,0.4
2075,"SSP2_4.5","0.5",88.3,1.6,9.7,0.4
2075,"SSP2_4.5","0.75",88.8,1.6,9.3,0.3
2075,"SSP2_4.5","1",88.8,1.6,9.3,0.3
2075,"SSP2_4.5","1.25",88.8,1.6,9.3,0.3
2075,"SSP2_4.5","1.5",88.8,1.6,9.3,0.3
2075,"SSP2_4.5","1.75",88.8,1.6,9.3,0.3
2075,"SSP2_4.5","2",88.8,1.6,9.3,0.3
2075,"SSP5_8.5","0",53.5,5.3,41.3,0
2075,"SSP5_8.5","0.25",60,4.5,35.5,0
2075,"SSP5_8.5","0.5",66.2,3.8,30,0
2075,"SSP5_8.5","0.75",75.1,2.8,22.1,0
2075,"SSP5_8.5","1",80.4,2.2,17.4,0
2075,"SSP5_8.5","1.25",82.1,2,15.8,0
2075,"SSP5_8.5","1.5",84.4,1.8,13.9,0
2075,"SSP5_8.5","1.75",84.4,1.8,13.9,0
2075,"SSP5_8.5","2",84.4,1.8,13.9,0
2076,"SSP2_4.5","0",71.1,4.1,23.9,0.9
2076,"SSP2_4.5","0.25",85.9,2,11.6,0.5
2076,"SSP2_4.5","0.5",88.5,1.6,9.5,0.4
2076,"SSP2_4.5","0.75",89,1.6,9.1,0.4
2076,"SSP2_4.5","1",89,1.6,9.1,0.4
2076,"SSP2_4.5","1.25",89,1.6,9.1,0.4
2076,"SSP2_4.5","1.5",89,1.6,9.1,0.4
2076,"SSP2_4.5","1.75",89,1.6,9.1,0.4
2076,"SSP2_4.5","2",89,1.6,9.1,0.4
2076,"SSP5_8.5","0",52,5.4,42.5,0
2076,"SSP5_8.5","0.25",58.5,4.7,36.8,0
2076,"SSP5_8.5","0.5",64.7,4,31.3,0
2076,"SSP5_8.5","0.75",73.7,3,23.3,0
2076,"SSP5_8.5","1",79.1,2.4,18.5,0
2076,"SSP5_8.5","1.25",81.7,2.1,16.2,0
2076,"SSP5_8.5","1.5",84.3,1.8,13.9,0
2076,"SSP5_8.5","1.75",84.3,1.8,13.9,0
2076,"SSP5_8.5","2",84.3,1.8,13.9,0
2077,"SSP2_4.5","0",70.1,4.2,24.7,1
2077,"SSP2_4.5","0.25",85.7,2,11.8,0.5
2077,"SSP2_4.5","0.5",88.3,1.7,9.6,0.4
2077,"SSP2_4.5","0.75",89,1.6,9.1,0.4
2077,"SSP2_4.5","1",89,1.6,9.1,0.4
2077,"SSP2_4.5","1.25",89,1.6,9.1,0.4
2077,"SSP2_4.5","1.5",89,1.6,9.1,0.4
2077,"SSP2_4.5","1.75",89,1.6,9.1,0.4
2077,"SSP2_4.5","2",89,1.6,9.1,0.4
2077,"SSP5_8.5","0",50.4,5.6,43.9,0
2077,"SSP5_8.5","0.25",56.8,4.9,38.3,0
2077,"SSP5_8.5","0.5",63,4.2,32.8,0
2077,"SSP5_8.5","0.75",72.2,3.2,24.7,0
2077,"SSP5_8.5","1",77.7,2.5,19.7,0
2077,"SSP5_8.5","1.25",81.2,2.1,16.7,0
2077,"SSP5_8.5","1.5",83.8,1.8,14.4,0
2077,"SSP5_8.5","1.75",84.1,1.8,14.1,0
2077,"SSP5_8.5","2",84.1,1.8,14.1,0
2078,"SSP2_4.5","0",69,4.4,25.6,0.9
2078,"SSP2_4.5","0.25",85.5,2.1,12,0.4
2078,"SSP2_4.5","0.5",88.2,1.7,9.8,0.3
2078,"SSP2_4.5","0.75",89.1,1.6,9.1,0.3
2078,"SSP2_4.5","1",89.1,1.6,9.1,0.3
2078,"SSP2_4.5","1.25",89.1,1.6,9.1,0.3
2078,"SSP2_4.5","1.5",89.1,1.6,9.1,0.3
2078,"SSP2_4.5","1.75",89.1,1.6,9.1,0.3
2078,"SSP2_4.5","2",89.1,1.6,9.1,0.3
2078,"SSP5_8.5","0",49.3,5.7,45,0
2078,"SSP5_8.5","0.25",55.5,5,39.5,0
2078,"SSP5_8.5","0.5",61.6,4.4,34,0
2078,"SSP5_8.5","0.75",70.9,3.3,25.8,0
2078,"SSP5_8.5","1",76.5,2.7,20.8,0
2078,"SSP5_8.5","1.25",80.8,2.2,17,0
2078,"SSP5_8.5","1.5",83.8,1.8,14.4,0
2078,"SSP5_8.5","1.75",84.1,1.8,14.1,0
2078,"SSP5_8.5","2",84.1,1.8,14.1,0
2079,"SSP2_4.5","0",68,4.6,26.5,0.9
2079,"SSP2_4.5","0.25",84.7,2.2,12.6,0.4
2079,"SSP2_4.5","0.5",88,1.7,9.9,0.3
2079,"SSP2_4.5","0.75",89.1,1.6,9,0.3
2079,"SSP2_4.5","1",89.1,1.6,9,0.3
2079,"SSP2_4.5","1.25",89.1,1.6,9,0.3
2079,"SSP2_4.5","1.5",89.1,1.6,9,0.3
2079,"SSP2_4.5","1.75",89.1,1.6,9,0.3
2079,"SSP2_4.5","2",89.1,1.6,9,0.3
2079,"SSP5_8.5","0",47.6,5.9,46.5,0
2079,"SSP5_8.5","0.25",53.6,5.2,41.1,0
2079,"SSP5_8.5","0.5",59.8,4.5,35.7,0
2079,"SSP5_8.5","0.75",69.1,3.5,27.4,0
2079,"SSP5_8.5","1",74.9,2.8,22.2,0
2079,"SSP5_8.5","1.25",79.4,2.3,18.3,0
2079,"SSP5_8.5","1.5",83.2,1.9,14.9,0
2079,"SSP5_8.5","1.75",83.8,1.8,14.4,0
2079,"SSP5_8.5","2",83.8,1.8,14.4,0
2080,"SSP2_4.5","0",66.9,4.8,27.3,1
2080,"SSP2_4.5","0.25",84.5,2.2,12.8,0.5
2080,"SSP2_4.5","0.5",87.8,1.8,10,0.4
2080,"SSP2_4.5","0.75",89.2,1.6,9,0.3
2080,"SSP2_4.5","1",89.2,1.6,9,0.3
2080,"SSP2_4.5","1.25",89.2,1.6,9,0.3
2080,"SSP2_4.5","1.5",89.2,1.6,9,0.3
2080,"SSP2_4.5","1.75",89.2,1.6,9,0.3
2080,"SSP2_4.5","2",89.2,1.6,9,0.3
2080,"SSP5_8.5","0",46.4,6.1,47.5,0
2080,"SSP5_8.5","0.25",52.3,5.4,42.3,0
2080,"SSP5_8.5","0.5",58.4,4.7,36.9,0
2080,"SSP5_8.5","0.75",67.7,3.7,28.6,0
2080,"SSP5_8.5","1",73.6,3,23.4,0
2080,"SSP5_8.5","1.25",78.2,2.5,19.3,0
2080,"SSP5_8.5","1.5",82.9,1.9,15.2,0
2080,"SSP5_8.5","1.75",83.8,1.8,14.4,0
2080,"SSP5_8.5","2",83.8,1.8,14.4,0
2081,"SSP2_4.5","0",65.6,5,28.4,1
2081,"SSP2_4.5","0.25",83.6,2.4,13.6,0.5
2081,"SSP2_4.5","0.5",87.5,1.8,10.3,0.4
2081,"SSP2_4.5","0.75",89.1,1.6,9,0.3
2081,"SSP2_4.5","1",89.1,1.6,9,0.3
2081,"SSP2_4.5","1.25",89.1,1.6,9,0.3
2081,"SSP2_4.5","1.5",89.1,1.6,9,0.3
2081,"SSP2_4.5","1.75",89.1,1.6,9,0.3
2081,"SSP2_4.5","2",89.1,1.6,9,0.3
2081,"SSP5_8.5","0",44.9,6.2,48.9,0
2081,"SSP5_8.5","0.25",50.6,5.6,43.8,0
2081,"SSP5_8.5","0.5",56.6,4.9,38.5,0
2081,"SSP5_8.5","0.75",66,3.8,30.1,0
2081,"SSP5_8.5","1",72,3.2,24.8,0
2081,"SSP5_8.5","1.25",76.7,2.6,20.7,0
2081,"SSP5_8.5","1.5",82.3,2,15.7,0
2081,"SSP5_8.5","1.75",83.6,1.9,14.6,0
2081,"SSP5_8.5","2",83.6,1.9,14.6,0
2082,"SSP2_4.5","0",64.3,5.1,29.6,1
2082,"SSP2_4.5","0.25",82.5,2.5,14.5,0.5
2082,"SSP2_4.5","0.5",87.2,1.8,10.6,0.3
2082,"SSP2_4.5","0.75",89,1.6,9.1,0.3
2082,"SSP2_4.5","1",89,1.6,9.1,0.3
2082,"SSP2_4.5","1.25",89,1.6,9.1,0.3
2082,"SSP2_4.5","1.5",89,1.6,9.1,0.3
2082,"SSP2_4.5","1.75",89,1.6,9.1,0.3
2082,"SSP2_4.5","2",89,1.6,9.1,0.3
2082,"SSP5_8.5","0",43.3,6.4,50.3,0
2082,"SSP5_8.5","0.25",48.9,5.7,45.4,0
2082,"SSP5_8.5","0.5",54.8,5.1,40.1,0
2082,"SSP5_8.5","0.75",64.2,4,31.8,0
2082,"SSP5_8.5","1",70.3,3.3,26.4,0
2082,"SSP5_8.5","1.25",75.1,2.8,22.1,0
2082,"SSP5_8.5","1.5",81.7,2,16.2,0
2082,"SSP5_8.5","1.75",83.3,1.9,14.8,0
2082,"SSP5_8.5","2",83.3,1.9,14.8,0
2083,"SSP2_4.5","0",63.4,5.3,30.3,1
2083,"SSP2_4.5","0.25",82.4,2.6,14.6,0.5
2083,"SSP2_4.5","0.5",87.1,1.9,10.7,0.3
2083,"SSP2_4.5","0.75",89.1,1.6,9,0.3
2083,"SSP2_4.5","1",89.1,1.6,9,0.3
2083,"SSP2_4.5","1.25",89.1,1.6,9,0.3
2083,"SSP2_4.5","1.5",89.1,1.6,9,0.3
2083,"SSP2_4.5","1.75",89.1,1.6,9,0.3
2083,"SSP2_4.5","2",89.1,1.6,9,0.3
2083,"SSP5_8.5","0",42,6.5,51.5,0
2083,"SSP5_8.5","0.25",47.4,5.9,46.7,0
2083,"SSP5_8.5","0.5",53.3,5.3,41.5,0
2083,"SSP5_8.5","0.75",62.6,4.2,33.2,0
2083,"SSP5_8.5","1",68.8,3.5,27.7,0
2083,"SSP5_8.5","1.25",73.7,3,23.3,0
2083,"SSP5_8.5","1.5",80.5,2.2,17.3,0
2083,"SSP5_8.5","1.75",82.9,1.9,15.2,0
2083,"SSP5_8.5","2",83.2,1.9,14.9,0
2084,"SSP2_4.5","0",62.5,5.5,30.9,1.1
2084,"SSP2_4.5","0.25",81.6,2.7,15.1,0.5
2084,"SSP2_4.5","0.5",87,1.9,10.7,0.4
2084,"SSP2_4.5","0.75",89.3,1.6,8.9,0.3
2084,"SSP2_4.5","1",89.3,1.6,8.9,0.3
2084,"SSP2_4.5","1.25",89.3,1.6,8.9,0.3
2084,"SSP2_4.5","1.5",89.3,1.6,8.9,0.3
2084,"SSP2_4.5","1.75",89.3,1.6,8.9,0.3
2084,"SSP2_4.5","2",89.3,1.6,8.9,0.3
2084,"SSP5_8.5","0",40.6,6.7,52.7,0
2084,"SSP5_8.5","0.25",45.8,6.1,48.1,0
2084,"SSP5_8.5","0.5",51.6,5.4,43,0
2084,"SSP5_8.5","0.75",60.9,4.4,34.7,0
2084,"SSP5_8.5","1",67,3.7,29.2,0
2084,"SSP5_8.5","1.25",72.1,3.1,24.8,0
2084,"SSP5_8.5","1.5",79.1,2.3,18.5,0
2084,"SSP5_8.5","1.75",82.4,2,15.6,0
2084,"SSP5_8.5","2",83,1.9,15.1,0
2085,"SSP2_4.5","0",61.6,5.7,31.7,1
2085,"SSP2_4.5","0.25",80.8,2.9,15.9,0.5
2085,"SSP2_4.5","0.5",86.9,2,10.9,0.3
2085,"SSP2_4.5","0.75",89.3,1.6,8.8,0.3
2085,"SSP2_4.5","1",89.3,1.6,8.8,0.3
2085,"SSP2_4.5","1.25",89.3,1.6,8.8,0.3
2085,"SSP2_4.5","1.5",89.3,1.6,8.8,0.3
2085,"SSP2_4.5","1.75",89.3,1.6,8.8,0.3
2085,"SSP2_4.5","2",89.3,1.6,8.8,0.3
2085,"SSP5_8.5","0",38.9,6.9,54.2,0
2085,"SSP5_8.5","0.25",43.9,6.3,49.8,0
2085,"SSP5_8.5","0.5",49.6,5.7,44.7,0
2085,"SSP5_8.5","0.75",58.9,4.6,36.5,0
2085,"SSP5_8.5","1",65.1,3.9,31,0
2085,"SSP5_8.5","1.25",70.2,3.4,26.4,0
2085,"SSP5_8.5","1.5",77.6,2.5,19.9,0
2085,"SSP5_8.5","1.75",81.7,2.1,16.2,0
2085,"SSP5_8.5","2",82.4,2,15.6,0
2086,"SSP2_4.5","0",60.5,5.9,32.6,1
2086,"SSP2_4.5","0.25",79.8,3,16.7,0.5
2086,"SSP2_4.5","0.5",86.6,2,11,0.4
2086,"SSP2_4.5","0.75",89.3,1.6,8.8,0.3
2086,"SSP2_4.5","1",89.3,1.6,8.8,0.3
2086,"SSP2_4.5","1.25",89.3,1.6,8.8,0.3
2086,"SSP2_4.5","1.5",89.3,1.6,8.8,0.3
2086,"SSP2_4.5","1.75",89.3,1.6,8.8,0.3
2086,"SSP2_4.5","2",89.3,1.6,8.8,0.3
2086,"SSP5_8.5","0",37.6,6.9,55.5,0
2086,"SSP5_8.5","0.25",42.4,6.4,51.2,0
2086,"SSP5_8.5","0.5",47.9,5.8,46.3,0
2086,"SSP5_8.5","0.75",57.1,4.8,38.1,0
2086,"SSP5_8.5","1",63.3,4.1,32.6,0
2086,"SSP5_8.5","1.25",68.5,3.5,28,0
2086,"SSP5_8.5","1.5",76,2.7,21.3,0
2086,"SSP5_8.5","1.75",81.1,2.1,16.8,0
2086,"SSP5_8.5","2",82.1,2,15.9,0
2087,"SSP2_4.5","0",59.4,6.1,33.5,1
2087,"SSP2_4.5","0.25",78.8,3.2,17.5,0.5
2087,"SSP2_4.5","0.5",86.4,2,11.2,0.3
2087,"SSP2_4.5","0.75",89.4,1.6,8.8,0.3
2087,"SSP2_4.5","1",89.4,1.6,8.8,0.3
2087,"SSP2_4.5","1.25",89.4,1.6,8.8,0.3
2087,"SSP2_4.5","1.5",89.4,1.6,8.8,0.3
2087,"SSP2_4.5","1.75",89.4,1.6,8.8,0.3
2087,"SSP2_4.5","2",89.4,1.6,8.8,0.3
2087,"SSP5_8.5","0",36.6,7.1,56.3,0
2087,"SSP5_8.5","0.25",41.3,6.6,52.2,0
2087,"SSP5_8.5","0.5",46.7,6,47.3,0
2087,"SSP5_8.5","0.75",55.7,5,39.3,0
2087,"SSP5_8.5","1",61.9,4.3,33.8,0
2087,"SSP5_8.5","1.25",67.1,3.7,29.2,0
2087,"SSP5_8.5","1.5",74.8,2.8,22.4,0
2087,"SSP5_8.5","1.75",80.8,2.2,17,0
2087,"SSP5_8.5","2",82.1,2,15.9,0
2088,"SSP2_4.5","0",58.4,6.2,34.3,1.1
2088,"SSP2_4.5","0.25",77.9,3.3,18.2,0.6
2088,"SSP2_4.5","0.5",86.2,2.1,11.3,0.4
2088,"SSP2_4.5","0.75",89.4,1.6,8.7,0.3
2088,"SSP2_4.5","1",89.4,1.6,8.7,0.3
2088,"SSP2_4.5","1.25",89.4,1.6,8.7,0.3
2088,"SSP2_4.5","1.5",89.4,1.6,8.7,0.3
2088,"SSP2_4.5","1.75",89.4,1.6,8.7,0.3
2088,"SSP2_4.5","2",89.4,1.6,8.7,0.3
2088,"SSP5_8.5","0",35.9,7.2,56.9,0
2088,"SSP5_8.5","0.25",40.3,6.7,53,0
2088,"SSP5_8.5","0.5",45.6,6.1,48.3,0
2088,"SSP5_8.5","0.75",54.5,5.1,40.4,0
2088,"SSP5_8.5","1",60.6,4.4,35,0
2088,"SSP5_8.5","1.25",65.8,3.8,30.4,0
2088,"SSP5_8.5","1.5",73.6,3,23.5,0
2088,"SSP5_8.5","1.75",80.5,2.2,17.3,0
2088,"SSP5_8.5","2",81.9,2,16.1,0
2089,"SSP2_4.5","0",57.5,6.4,35,1
2089,"SSP2_4.5","0.25",77,3.5,19,0.5
2089,"SSP2_4.5","0.5",86.1,2.1,11.5,0.3
2089,"SSP2_4.5","0.75",89.3,1.6,8.8,0.3
2089,"SSP2_4.5","1",89.5,1.6,8.7,0.2
2089,"SSP2_4.5","1.25",89.5,1.6,8.7,0.2
2089,"SSP2_4.5","1.5",89.5,1.6,8.7,0.2
2089,"SSP2_4.5","1.75",89.5,1.6,8.7,0.2
2089,"SSP2_4.5","2",89.5,1.6,8.7,0.2
2089,"SSP5_8.5","0",34.1,7.4,58.5,0
2089,"SSP5_8.5","0.25",38.3,6.9,54.8,0
2089,"SSP5_8.5","0.5",43.5,6.3,50.2,0
2089,"SSP5_8.5","0.75",52.2,5.3,42.5,0
2089,"SSP5_8.5","1",58.3,4.7,37,0
2089,"SSP5_8.5","1.25",63.6,4.1,32.4,0
2089,"SSP5_8.5","1.5",71.6,3.2,25.3,0
2089,"SSP5_8.5","1.75",78.8,2.4,18.8,0
2089,"SSP5_8.5","2",81.1,2.1,16.8,0
2090,"SSP2_4.5","0",56.7,6.6,35.7,1
2090,"SSP2_4.5","0.25",76.1,3.7,19.7,0.5
2090,"SSP2_4.5","0.5",85.9,2.2,11.6,0.3
2090,"SSP2_4.5","0.75",89.2,1.7,8.9,0.2
2090,"SSP2_4.5","1",89.6,1.6,8.6,0.2
2090,"SSP2_4.5","1.25",89.6,1.6,8.6,0.2
2090,"SSP2_4.5","1.5",89.6,1.6,8.6,0.2
2090,"SSP2_4.5","1.75",89.6,1.6,8.6,0.2
2090,"SSP2_4.5","2",89.6,1.6,8.6,0.2
2090,"SSP5_8.5","0",33.2,7.5,59.4,0
2090,"SSP5_8.5","0.25",37.2,7,55.8,0
2090,"SSP5_8.5","0.5",42.2,6.4,51.3,0
2090,"SSP5_8.5","0.75",50.8,5.5,43.7,0
2090,"SSP5_8.5","1",56.8,4.8,38.4,0
2090,"SSP5_8.5","1.25",62,4.2,33.7,0
2090,"SSP5_8.5","1.5",70.1,3.3,26.6,0
2090,"SSP5_8.5","1.75",78.5,2.4,19.1,0
2090,"SSP5_8.5","2",80.6,2.2,17.2,0
2091,"SSP2_4.5","0",55.9,6.8,36.3,1
2091,"SSP2_4.5","0.25",75.2,3.8,20.4,0.6
2091,"SSP2_4.5","0.5",85.8,2.2,11.7,0.3
2091,"SSP2_4.5","0.75",89.3,1.7,8.8,0.2
2091,"SSP2_4.5","1",89.7,1.6,8.5,0.2
2091,"SSP2_4.5","1.25",89.7,1.6,8.5,0.2
2091,"SSP2_4.5","1.5",89.7,1.6,8.5,0.2
2091,"SSP2_4.5","1.75",89.7,1.6,8.5,0.2
2091,"SSP2_4.5","2",89.7,1.6,8.5,0.2
2091,"SSP5_8.5","0",32.2,7.6,60.2,0
2091,"SSP5_8.5","0.25",36.1,7.2,56.7,0
2091,"SSP5_8.5","0.5",40.9,6.6,52.4,0
2091,"SSP5_8.5","0.75",49.3,5.7,45,0
2091,"SSP5_8.5","1",55.2,5,39.7,0
2091,"SSP5_8.5","1.25",60.5,4.4,35.1,0
2091,"SSP5_8.5","1.5",68.6,3.5,27.9,0
2091,"SSP5_8.5","1.75",77.2,2.6,20.3,0
2091,"SSP5_8.5","2",80.2,2.2,17.5,0
2092,"SSP2_4.5","0",55,7,37,1
2092,"SSP2_4.5","0.25",74.2,4,21.2,0.6
2092,"SSP2_4.5","0.5",85.7,2.2,11.8,0.3
2092,"SSP2_4.5","0.75",89.1,1.7,8.9,0.2
2092,"SSP2_4.5","1",89.7,1.6,8.4,0.2
2092,"SSP2_4.5","1.25",89.7,1.6,8.4,0.2
2092,"SSP2_4.5","1.5",89.7,1.6,8.4,0.2
2092,"SSP2_4.5","1.75",89.7,1.6,8.4,0.2
2092,"SSP2_4.5","2",89.7,1.6,8.4,0.2
2092,"SSP5_8.5","0",30.8,7.9,61.4,0
2092,"SSP5_8.5","0.25",34.5,7.4,58.1,0
2092,"SSP5_8.5","0.5",39.2,6.9,53.9,0
2092,"SSP5_8.5","0.75",47.4,6,46.6,0
2092,"SSP5_8.5","1",53.2,5.3,41.4,0
2092,"SSP5_8.5","1.25",58.5,4.7,36.8,0
2092,"SSP5_8.5","1.5",66.8,3.8,29.5,0
