"Time","variable","CoralCover","Scenario"
2054,"1.5",34.2106194657168,"SSP2_4.5"
2055,"1.5",34.4500938019768,"SSP2_4.5"
2056,"1.5",34.6912444585906,"SSP2_4.5"
2057,"1.5",34.9340831698008,"SSP2_4.5"
2058,"1.5",35.1786217519894,"SSP2_4.5"
2059,"1.5",35.4248721042533,"SSP2_4.5"
2060,"1.5",35.6728462089831,"SSP2_4.5"
2061,"1.5",35.922556132446,"SSP2_4.5"
2062,"1.5",36.1740140253731,"SSP2_4.5"
2063,"1.5",36.4272321235507,"SSP2_4.5"
2064,"1.5",36.6822227484155,"SSP2_4.5"
2065,"1.5",36.9389983076545,"SSP2_4.5"
2066,"1.5",37.197571295808,"SSP2_4.5"
2067,"1.5",37.4579542948787,"SSP2_4.5"
2068,"1.5",37.7201599749428,"SSP2_4.5"
2069,"1.5",37.9842010947674,"SSP2_4.5"
2070,"1.5",38.2500905024308,"SSP2_4.5"
2071,"1.5",38.5178411359478,"SSP2_4.5"
2072,"1.5",38.7874660238995,"SSP2_4.5"
2073,"1.5",39.0589782860668,"SSP2_4.5"
2074,"1.5",39.3323911340692,"SSP2_4.5"
2075,"1.5",39.6077178720077,"SSP2_4.5"
2076,"1.5",39.8849718971118,"SSP2_4.5"
2077,"1.5",39.3033988432594,"SSP2_4.5"
2078,"1.5",39.5785226351622,"SSP2_4.5"
2079,"1.5",39.0312214021043,"SSP2_4.5"
2080,"1.5",38.4953191889625,"SSP2_4.5"
2081,"1.5",37.9439758087894,"SSP2_4.5"
2082,"1.5",37.4293990311249,"SSP2_4.5"
2083,"1.5",35.268467188994,"SSP2_4.5"
2084,"1.5",33.2648415408104,"SSP2_4.5"
2085,"1.5",31.405833726381,"SSP2_4.5"
2086,"1.5",29.6798624284647,"SSP2_4.5"
2087,"1.5",28.0763502187401,"SSP2_4.5"
2088,"1.5",26.5856305274575,"SSP2_4.5"
2089,"1.5",25.1988637045883,"SSP2_4.5"
2090,"1.5",23.9079612483822,"SSP2_4.5"
2091,"1.5",22.7055173738091,"SSP2_4.5"
2092,"1.5",21.5847471796411,"SSP2_4.5"
2093,"1.5",20.5394307500334,"SSP2_4.5"
2094,"1.5",19.5638625953791,"SSP2_4.5"
2095,"1.5",18.6528058988274,"SSP2_4.5"
2096,"1.5",17.8014510899433,"SSP2_4.5"
2097,"1.5",17.0053783162686,"SSP2_4.5"
2098,"1.5",16.2605234276185,"SSP2_4.5"
2099,"1.5",15.5631471273951,"SSP2_4.5"
2100,"1.5",14.9098069804991,"SSP2_4.5"
2019,"1.75",26.7996713877008,"SSP2_4.5"
2020,"1.75",26.9872690874147,"SSP2_4.5"
2021,"1.75",27.1761799710266,"SSP2_4.5"
2022,"1.75",27.3664132308238,"SSP2_4.5"
2023,"1.75",27.5579781234396,"SSP2_4.5"
2024,"1.75",27.7508839703036,"SSP2_4.5"
2025,"1.75",27.9451401580958,"SSP2_4.5"
2026,"1.75",28.1407561392024,"SSP2_4.5"
2027,"1.75",28.3377414321768,"SSP2_4.5"
2028,"1.75",28.5361056222021,"SSP2_4.5"
2029,"1.75",28.7358583615575,"SSP2_4.5"
2030,"1.75",28.9370093700884,"SSP2_4.5"
2031,"1.75",29.139568435679,"SSP2_4.5"
2032,"1.75",29.3435454147288,"SSP2_4.5"
2033,"1.75",29.5489502326319,"SSP2_4.5"
2034,"1.75",29.7557928842603,"SSP2_4.5"
2035,"1.75",29.9640834344501,"SSP2_4.5"
2036,"1.75",30.1738320184913,"SSP2_4.5"
2037,"1.75",30.3850488426207,"SSP2_4.5"
2038,"1.75",30.5977441845191,"SSP2_4.5"
2039,"1.75",30.8119283938107,"SSP2_4.5"
2040,"1.75",31.0276118925674,"SSP2_4.5"
2041,"1.75",31.2448051758153,"SSP2_4.5"
2042,"1.75",31.463518812046,"SSP2_4.5"
2043,"1.75",31.6837634437304,"SSP2_4.5"
2044,"1.75",31.9055497878365,"SSP2_4.5"
2045,"1.75",32.1288886363513,"SSP2_4.5"
2046,"1.75",32.3537908568058,"SSP2_4.5"
2047,"1.75",32.5802673928034,"SSP2_4.5"
2048,"1.75",32.8083292645531,"SSP2_4.5"
2049,"1.75",33.0379875694049,"SSP2_4.5"
2050,"1.75",33.2692534823908,"SSP2_4.5"
2051,"1.75",33.5021382567675,"SSP2_4.5"
2052,"1.75",33.7366532245649,"SSP2_4.5"
2053,"1.75",33.9728097971368,"SSP2_4.5"
2054,"1.75",34.2106194657168,"SSP2_4.5"
2055,"1.75",34.4500938019768,"SSP2_4.5"
2056,"1.75",34.6912444585906,"SSP2_4.5"
2057,"1.75",34.9340831698008,"SSP2_4.5"
2058,"1.75",35.1786217519894,"SSP2_4.5"
2059,"1.75",35.4248721042533,"SSP2_4.5"
2060,"1.75",35.6728462089831,"SSP2_4.5"
2061,"1.75",35.922556132446,"SSP2_4.5"
2062,"1.75",36.1740140253731,"SSP2_4.5"
2063,"1.75",36.4272321235507,"SSP2_4.5"
2064,"1.75",36.6822227484155,"SSP2_4.5"
2065,"1.75",36.9389983076545,"SSP2_4.5"
2066,"1.75",37.197571295808,"SSP2_4.5"
2067,"1.75",37.4579542948787,"SSP2_4.5"
2068,"1.75",37.7201599749428,"SSP2_4.5"
2069,"1.75",37.9842010947674,"SSP2_4.5"
2070,"1.75",38.2500905024308,"SSP2_4.5"
2071,"1.75",38.5178411359478,"SSP2_4.5"
2072,"1.75",38.7874660238995,"SSP2_4.5"
2073,"1.75",39.0589782860668,"SSP2_4.5"
2074,"1.75",39.3323911340692,"SSP2_4.5"
2075,"1.75",39.6077178720077,"SSP2_4.5"
2076,"1.75",39.8849718971118,"SSP2_4.5"
2077,"1.75",40.1641667003915,"SSP2_4.5"
2078,"1.75",40.4453158672943,"SSP2_4.5"
2079,"1.75",40.7284330783653,"SSP2_4.5"
2080,"1.75",41.0135321099139,"SSP2_4.5"
2081,"1.75",41.3006268346833,"SSP2_4.5"
2082,"1.75",41.5897312225261,"SSP2_4.5"
2083,"1.75",40.9833006336221,"SSP2_4.5"
2084,"1.75",40.4165737959801,"SSP2_4.5"
2085,"1.75",39.8616505687069,"SSP2_4.5"
2086,"1.75",39.3180841218641,"SSP2_4.5"
2087,"1.75",38.7580840634714,"SSP2_4.5"
2088,"1.75",38.2359107208347,"SSP2_4.5"
2089,"1.75",36.0373797121761,"SSP2_4.5"
2090,"1.75",35.6416852819311,"SSP2_4.5"
2091,"1.75",33.6288060229054,"SSP2_4.5"
2092,"1.75",31.7611891530278,"SSP2_4.5"
2093,"1.75",30.0271791140044,"SSP2_4.5"
2094,"1.75",28.4161339901125,"SSP2_4.5"
2095,"1.75",26.9183311688302,"SSP2_4.5"
2096,"1.75",25.5248822674512,"SSP2_4.5"
2097,"1.75",24.2276563786394,"SSP2_4.5"
2098,"1.75",23.0192107874229,"SSP2_4.5"
2099,"1.75",21.8927284010084,"SSP2_4.5"
2100,"1.75",20.8419612121592,"SSP2_4.5"
2019,"2",26.7996713877008,"SSP2_4.5"
2020,"2",27.0140687588024,"SSP2_4.5"
2021,"2",27.2301813088728,"SSP2_4.5"
2022,"2",27.4480227593438,"SSP2_4.5"
2023,"2",27.8096823893897,"SSP2_4.5"
2024,"2",28.1742352964759,"SSP2_4.5"
2025,"2",28.5417046268189,"SSP2_4.5"
2026,"2",28.9121137118046,"SSP2_4.5"
2027,"2",29.2854860694701,"SSP2_4.5"
2028,"2",29.661845405997,"SSP2_4.5"
2029,"2",30.0412156172161,"SSP2_4.5"
2030,"2",30.423620790125,"SSP2_4.5"
2031,"2",30.8090852044171,"SSP2_4.5"
2032,"2",31.1976333340236,"SSP2_4.5"
2033,"2",31.773060445788,"SSP2_4.5"
2034,"2",32.3530909744464,"SSP2_4.5"
2035,"2",32.9377617473342,"SSP2_4.5"
2036,"2",33.527109886405,"SSP2_4.5"
2037,"2",34.1211728105884,"SSP2_4.5"
2038,"2",34.7199882381653,"SSP2_4.5"
2039,"2",35.3235941891628,"SSP2_4.5"
2040,"2",35.9320289877683,"SSP2_4.5"
2041,"2",36.5453312647626,"SSP2_4.5"
2042,"2",37.1635399599729,"SSP2_4.5"
2043,"2",37.4608482796527,"SSP2_4.5"
2044,"2",37.7605350658899,"SSP2_4.5"
2045,"2",38.062619346417,"SSP2_4.5"
2046,"2",38.3671203011884,"SSP2_4.5"
2047,"2",38.6740572635979,"SSP2_4.5"
2048,"2",38.9834497217067,"SSP2_4.5"
2049,"2",39.2953173194803,"SSP2_4.5"
2050,"2",39.6096798580361,"SSP2_4.5"
2051,"2",39.9265572969004,"SSP2_4.5"
2052,"2",40.2459697552756,"SSP2_4.5"
2053,"2",40.5679375133179,"SSP2_4.5"
2054,"2",40.8924810134244,"SSP2_4.5"
2055,"2",41.2196208615318,"SSP2_4.5"
2056,"2",41.549377828424,"SSP2_4.5"
2057,"2",41.8817728510514,"SSP2_4.5"
2058,"2",42.2168270338598,"SSP2_4.5"
2059,"2",42.5545616501307,"SSP2_4.5"
2060,"2",42.8949981433318,"SSP2_4.5"
2061,"2",43.2381581284784,"SSP2_4.5"
2062,"2",43.5840633935062,"SSP2_4.5"
2063,"2",43.9327359006543,"SSP2_4.5"
2064,"2",44.2841977878595,"SSP2_4.5"
2065,"2",44.6384713701624,"SSP2_4.5"
2066,"2",44.9955791411237,"SSP2_4.5"
2067,"2",45.3555437742527,"SSP2_4.5"
2068,"2",45.7183881244467,"SSP2_4.5"
2069,"2",46.0841352294423,"SSP2_4.5"
2070,"2",46.4528083112778,"SSP2_4.5"
2071,"2",46.8244307777681,"SSP2_4.5"
2072,"2",47.1990262239902,"SSP2_4.5"
2073,"2",47.5766184337821,"SSP2_4.5"
2074,"2",47.9572313812524,"SSP2_4.5"
2075,"2",48.3408892323024,"SSP2_4.5"
2076,"2",48.7276163461608,"SSP2_4.5"
2077,"2",49.1174372769301,"SSP2_4.5"
2078,"2",49.5103767751455,"SSP2_4.5"
2079,"2",49.9064597893467,"SSP2_4.5"
2080,"2",50.3057114676615,"SSP2_4.5"
2081,"2",50.7081571594028,"SSP2_4.5"
2082,"2",51.113822416678,"SSP2_4.5"
2083,"2",51.5227329960114,"SSP2_4.5"
2084,"2",51.9349148599795,"SSP2_4.5"
2085,"2",51.2256477550748,"SSP2_4.5"
2086,"2",51.6354529371154,"SSP2_4.5"
2087,"2",52.0485365606124,"SSP2_4.5"
2088,"2",51.3736915585267,"SSP2_4.5"
2089,"2",50.6804401680838,"SSP2_4.5"
2090,"2",50.0311762949725,"SSP2_4.5"
2091,"2",49.3946682500039,"SSP2_4.5"
2092,"2",48.7701647724739,"SSP2_4.5"
2093,"2",45.9661557359547,"SSP2_4.5"
2094,"2",45.4535348412698,"SSP2_4.5"
2095,"2",42.8848110173844,"SSP2_4.5"
2096,"2",40.497804166094,"SSP2_4.5"
2097,"2",38.2783201584376,"SSP2_4.5"
2098,"2",36.213365202572,"SSP2_4.5"
2099,"2",34.2910368849284,"SSP2_4.5"
2100,"2",32.5004257032817,"SSP2_4.5"
2019,"0",26.7996713877008,"SSP5_8.5"
2020,"0",27.0140687588024,"SSP5_8.5"
2021,"0",27.2301813088728,"SSP5_8.5"
2022,"0",27.4480227593438,"SSP5_8.5"
2023,"0",27.6676069414186,"SSP5_8.5"
2024,"0",27.8889477969499,"SSP5_8.5"
2025,"0",28.1120593793255,"SSP5_8.5"
2026,"0",28.3369558543601,"SSP5_8.5"
2027,"0",28.563651501195,"SSP5_8.5"
2028,"0",28.7921607132045,"SSP5_8.5"
2029,"0",29.0224979989102,"SSP5_8.5"
2030,"0",29.2546779829015,"SSP5_8.5"
2031,"0",29.4887154067647,"SSP5_8.5"
2032,"0",29.7246251300188,"SSP5_8.5"
2033,"0",29.9624221310589,"SSP5_8.5"
2034,"0",30.2021215081074,"SSP5_8.5"
2035,"0",30.4437384801723,"SSP5_8.5"
2036,"0",30.6872883880137,"SSP5_8.5"
2037,"0",30.9327866951178,"SSP5_8.5"
2038,"0",31.1802489886787,"SSP5_8.5"
2039,"0",31.4296909805881,"SSP5_8.5"
2040,"0",31.6811285084328,"SSP5_8.5"
2041,"0",31.9345775365003,"SSP5_8.5"
2042,"0",32.1900541567923,"SSP5_8.5"
2043,"0",31.7609061013313,"SSP5_8.5"
2044,"0",32.014993350142,"SSP5_8.5"
2045,"0",31.5909308685982,"SSP5_8.5"
2046,"0",31.1752041426417,"SSP5_8.5"
2047,"0",30.7676345432564,"SSP5_8.5"
2048,"0",30.3680477020147,"SSP5_8.5"
2049,"0",29.9762734009977,"SSP5_8.5"
2050,"0",29.5921454657155,"SSP5_8.5"
2051,"0",29.215501660944,"SSP5_8.5"
2052,"0",28.8461835893964,"SSP5_8.5"
2053,"0",27.2416242153762,"SSP5_8.5"
2054,"0",25.7520647941393,"SSP5_8.5"
2055,"0",24.3683445038431,"SSP5_8.5"
2056,"0",23.0820939732839,"SSP5_8.5"
2057,"0",21.8856620161771,"SSP5_8.5"
2058,"0",20.7720495322226,"SSP5_8.5"
2059,"0",19.7348498447457,"SSP5_8.5"
2060,"0",18.7681948212641,"SSP5_8.5"
2061,"0",17.8667061916977,"SSP5_8.5"
2062,"0",17.0254515400111,"SSP5_8.5"
2063,"0",16.2399044996437,"SSP5_8.5"
2064,"0",15.505908731841,"SSP5_8.5"
2065,"0",14.819645309583,"SSP5_8.5"
2066,"0",14.1776031687716,"SSP5_8.5"
2067,"0",13.5765523231761,"SSP5_8.5"
2068,"0",13.0135195708039,"SSP5_8.5"
2069,"0",12.4857664472394,"SSP5_8.5"
2070,"0",11.9907692064466,"SSP5_8.5"
2071,"0",11.5262006318591,"SSP5_8.5"
2072,"0",11.0899135005768,"SSP5_8.5"
2073,"0",10.6799255413937,"SSP5_8.5"
2074,"0",10.2944057434225,"SSP5_8.5"
2075,"0",9.9316618864536,"SSP5_8.5"
2076,"0",9.59012917707052,"SSP5_8.5"
2077,"0",9.26835988609443,"SSP5_8.5"
2078,"0",8.96501389329141,"SSP5_8.5"
2079,"0",8.67885005457032,"SSP5_8.5"
2080,"0",8.40871831524152,"SSP5_8.5"
2081,"0",8.15355250039588,"SSP5_8.5"
2082,"0",7.91236372018963,"SSP5_8.5"
2083,"0",7.68423433386316,"SSP5_8.5"
2084,"0",7.46831242175312,"SSP5_8.5"
2085,"0",7.26380671943967,"SSP5_8.5"
2086,"0",7.06998197256287,"SSP5_8.5"
2087,"0",6.88615467479366,"SSP5_8.5"
2088,"0",6.71168915500217,"SSP5_8.5"
2089,"0",6.54599398286961,"SSP5_8.5"
2090,"0",6.38851866507565,"SSP5_8.5"
2091,"0",6.23875060679481,"SSP5_8.5"
2092,"0",6.09621231558065,"SSP5_8.5"
2093,"0",5.96045882683265,"SSP5_8.5"
2094,"0",5.83107533195067,"SSP5_8.5"
2095,"0",5.70767499200622,"SSP5_8.5"
2096,"0",5.58989692131801,"SSP5_8.5"
2097,"0",5.47740432672735,"SSP5_8.5"
2098,"0",5.36988278964279,"SSP5_8.5"
2099,"0",5.26703867907547,"SSP5_8.5"
2100,"0",5.16859768493004,"SSP5_8.5"
2019,"0.25",26.7996713877008,"SSP5_8.5"
2020,"0.25",27.0140687588024,"SSP5_8.5"
2021,"0.25",27.2301813088728,"SSP5_8.5"
2022,"0.25",27.4480227593438,"SSP5_8.5"
2023,"0.25",27.6676069414186,"SSP5_8.5"
2024,"0.25",27.8889477969499,"SSP5_8.5"
2025,"0.25",28.1120593793255,"SSP5_8.5"
2026,"0.25",28.3369558543601,"SSP5_8.5"
2027,"0.25",28.563651501195,"SSP5_8.5"
2028,"0.25",28.7921607132045,"SSP5_8.5"
2029,"0.25",29.0224979989102,"SSP5_8.5"
2030,"0.25",29.2546779829015,"SSP5_8.5"
2031,"0.25",29.4887154067647,"SSP5_8.5"
2032,"0.25",29.7246251300188,"SSP5_8.5"
2033,"0.25",29.9624221310589,"SSP5_8.5"
2034,"0.25",30.2021215081074,"SSP5_8.5"
2035,"0.25",30.4437384801723,"SSP5_8.5"
2036,"0.25",30.6872883880137,"SSP5_8.5"
2037,"0.25",30.9327866951178,"SSP5_8.5"
2038,"0.25",31.1802489886787,"SSP5_8.5"
2039,"0.25",31.4296909805881,"SSP5_8.5"
2040,"0.25",31.6811285084328,"SSP5_8.5"
2041,"0.25",31.9345775365003,"SSP5_8.5"
2042,"0.25",32.1900541567923,"SSP5_8.5"
2043,"0.25",32.4475745900466,"SSP5_8.5"
2044,"0.25",32.707155186767,"SSP5_8.5"
2045,"0.25",32.9688124282611,"SSP5_8.5"
2046,"0.25",33.2325629276872,"SSP5_8.5"
2047,"0.25",33.4984234311087,"SSP5_8.5"
2048,"0.25",33.7664108185576,"SSP5_8.5"
2049,"0.25",33.3162472533738,"SSP5_8.5"
2050,"0.25",33.5827772314008,"SSP5_8.5"
2051,"0.25",33.851439449252,"SSP5_8.5"
2052,"0.25",33.4030518684807,"SSP5_8.5"
2053,"0.25",32.9634781994427,"SSP5_8.5"
2054,"0.25",32.5325295665926,"SSP5_8.5"
2055,"0.25",32.1100215993701,"SSP5_8.5"
2056,"0.25",31.695774315805,"SSP5_8.5"
2057,"0.25",29.8747416565726,"SSP5_8.5"
2058,"0.25",29.4999599688376,"SSP5_8.5"
2059,"0.25",27.8399411324125,"SSP5_8.5"
2060,"0.25",26.2991423526526,"SSP5_8.5"
2061,"0.25",24.8680556200572,"SSP5_8.5"
2062,"0.25",23.5379939889993,"SSP5_8.5"
2063,"0.25",22.3010157346006,"SSP5_8.5"
2064,"0.25",21.1498559027854,"SSP5_8.5"
2065,"0.25",20.0778645034367,"SSP5_8.5"
2066,"0.25",19.0789506748598,"SSP5_8.5"
2067,"0.25",18.1475322177035,"SSP5_8.5"
2068,"0.25",17.278489959006,"SSP5_8.5"
2069,"0.25",16.467126462917,"SSP5_8.5"
2070,"0.25",15.7091286546131,"SSP5_8.5"
2071,"0.25",15.0005339686142,"SSP5_8.5"
2072,"0.25",14.3376996726753,"SSP5_8.5"
2073,"0.25",13.7172750541967,"SSP5_8.5"
2074,"0.25",13.1361761880954,"SSP5_8.5"
2075,"0.25",12.591563033734,"SSP5_8.5"
2076,"0.25",12.0808186341505,"SSP5_8.5"
2077,"0.25",11.6015302138046,"SSP5_8.5"
2078,"0.25",11.1514719916364,"SSP5_8.5"
2079,"0.25",10.7285895446682,"SSP5_8.5"
2080,"0.25",10.3309855739126,"SSP5_8.5"
2081,"0.25",9.95690693916053,"SSP5_8.5"
2082,"0.25",9.60473284251478,"SSP5_8.5"
2083,"0.25",9.27296405245411,"SSP5_8.5"
2084,"0.25",8.96021307090724,"SSP5_8.5"
2085,"0.25",8.66519515541964,"SSP5_8.5"
2086,"0.25",8.38672011711619,"SSP5_8.5"
2087,"0.25",8.12368482290639,"SSP5_8.5"
2088,"0.25",7.87506633733725,"SSP5_8.5"
2089,"0.25",7.63991564575249,"SSP5_8.5"
2090,"0.25",7.41735190604029,"SSP5_8.5"
2091,"0.25",7.20655718131001,"SSP5_8.5"
2092,"0.25",7.00677161038989,"SSP5_8.5"
2093,"0.25",6.81728897713466,"SSP5_8.5"
2094,"0.25",6.63745264322215,"SSP5_8.5"
2095,"0.25",6.46665181244172,"SSP5_8.5"
2096,"0.25",6.30431809747348,"SSP5_8.5"
2097,"0.25",6.14992236285853,"SSP5_8.5"
2098,"0.25",6.00297182029731,"SSP5_8.5"
2099,"0.25",5.86300735461229,"SSP5_8.5"
2100,"0.25",5.72960106069662,"SSP5_8.5"
2019,"0.5",26.7996713877008,"SSP5_8.5"
2020,"0.5",27.0140687588024,"SSP5_8.5"
2021,"0.5",27.2301813088728,"SSP5_8.5"
2022,"0.5",27.4480227593438,"SSP5_8.5"
2023,"0.5",27.6676069414186,"SSP5_8.5"
2024,"0.5",27.8889477969499,"SSP5_8.5"
2025,"0.5",28.1120593793255,"SSP5_8.5"
2026,"0.5",28.3369558543601,"SSP5_8.5"
2027,"0.5",28.563651501195,"SSP5_8.5"
2028,"0.5",28.7921607132045,"SSP5_8.5"
2029,"0.5",29.0224979989102,"SSP5_8.5"
2030,"0.5",29.2546779829015,"SSP5_8.5"
2031,"0.5",29.4887154067647,"SSP5_8.5"
2032,"0.5",29.7246251300188,"SSP5_8.5"
2033,"0.5",29.9624221310589,"SSP5_8.5"
2034,"0.5",30.2021215081074,"SSP5_8.5"
2035,"0.5",30.4437384801723,"SSP5_8.5"
2036,"0.5",30.6872883880137,"SSP5_8.5"
2037,"0.5",30.9327866951178,"SSP5_8.5"
2038,"0.5",31.1802489886787,"SSP5_8.5"
2039,"0.5",31.4296909805881,"SSP5_8.5"
2040,"0.5",31.6811285084328,"SSP5_8.5"
2041,"0.5",31.9345775365003,"SSP5_8.5"
2042,"0.5",32.1900541567923,"SSP5_8.5"
2043,"0.5",32.4475745900466,"SSP5_8.5"
2044,"0.5",32.707155186767,"SSP5_8.5"
2045,"0.5",32.9688124282611,"SSP5_8.5"
2046,"0.5",33.2325629276872,"SSP5_8.5"
2047,"0.5",33.4984234311087,"SSP5_8.5"
2048,"0.5",33.7664108185576,"SSP5_8.5"
2049,"0.5",34.0365421051061,"SSP5_8.5"
2050,"0.5",34.3088344419469,"SSP5_8.5"
2051,"0.5",34.5833051174825,"SSP5_8.5"
2052,"0.5",34.8599715584223,"SSP5_8.5"
2053,"0.5",35.1388513308897,"SSP5_8.5"
2054,"0.5",35.4199621415368,"SSP5_8.5"
2055,"0.5",34.9352716530508,"SSP5_8.5"
2056,"0.5",34.4849492337056,"SSP5_8.5"
2057,"0.5",34.0438163869335,"SSP5_8.5"
2058,"0.5",33.6114855938485,"SSP5_8.5"
2059,"0.5",33.1628007950265,"SSP5_8.5"
2060,"0.5",32.746922389335,"SSP5_8.5"
2061,"0.5",32.3396749275587,"SSP5_8.5"
2062,"0.5",31.9405059559642,"SSP5_8.5"
2063,"0.5",30.1338238091753,"SSP5_8.5"
2064,"0.5",28.4440242488827,"SSP5_8.5"
2065,"0.5",26.8755730842074,"SSP5_8.5"
2066,"0.5",25.4187829991541,"SSP5_8.5"
2067,"0.5",24.0648046275226,"SSP5_8.5"
2068,"0.5",22.8055489790564,"SSP5_8.5"
2069,"0.5",21.6336174471,"SSP5_8.5"
2070,"0.5",20.542238626385,"SSP5_8.5"
2071,"0.5",19.5252112503143,"SSP5_8.5"
2072,"0.5",18.5768526292366,"SSP5_8.5"
2073,"0.5",17.6919520356418,"SSP5_8.5"
2074,"0.5",16.8657285397911,"SSP5_8.5"
2075,"0.5",16.0937928507579,"SSP5_8.5"
2076,"0.5",15.372112763868,"SSP5_8.5"
2077,"0.5",14.6969818566678,"SSP5_8.5"
2078,"0.5",14.0649911123425,"SSP5_8.5"
2079,"0.5",13.4730031824269,"SSP5_8.5"
2080,"0.5",12.9181290301037,"SSP5_8.5"
2081,"0.5",12.3977067217475,"SSP5_8.5"
2082,"0.5",11.9092821579767,"SSP5_8.5"
2083,"0.5",11.4505915566062,"SSP5_8.5"
2084,"0.5",11.0195455188324,"SSP5_8.5"
2085,"0.5",10.6142145269373,"SSP5_8.5"
2086,"0.5",10.232815737008,"SSP5_8.5"
2087,"0.5",9.87370094379293,"SSP5_8.5"
2088,"0.5",9.53534560704065,"SSP5_8.5"
2089,"0.5",9.21633883963201,"SSP5_8.5"
2090,"0.5",8.91537426765397,"SSP5_8.5"
2091,"0.5",8.63124168139653,"SSP5_8.5"
2092,"0.5",8.36281940418423,"SSP5_8.5"
2093,"0.5",8.10906731307725,"SSP5_8.5"
2094,"0.5",7.86902045187872,"SSP5_8.5"
2095,"0.5",7.6417831826383,"SSP5_8.5"
2096,"0.5",7.42652382701666,"SSP5_8.5"
2097,"0.5",7.22246975353016,"SSP5_8.5"
2098,"0.5",7.02890287088364,"SSP5_8.5"
2099,"0.5",6.84515549137086,"SSP5_8.5"
2100,"0.5",6.67060653171845,"SSP5_8.5"
2019,"0.75",26.7996713877008,"SSP5_8.5"
2020,"0.75",27.0140687588024,"SSP5_8.5"
2021,"0.75",27.2301813088728,"SSP5_8.5"
2022,"0.75",27.4480227593438,"SSP5_8.5"
2023,"0.75",27.6676069414186,"SSP5_8.5"
2024,"0.75",27.8889477969499,"SSP5_8.5"
2025,"0.75",28.1120593793255,"SSP5_8.5"
2026,"0.75",28.3369558543601,"SSP5_8.5"
2027,"0.75",28.563651501195,"SSP5_8.5"
2028,"0.75",28.7921607132045,"SSP5_8.5"
2029,"0.75",29.0224979989102,"SSP5_8.5"
2030,"0.75",29.2546779829015,"SSP5_8.5"
2031,"0.75",29.4887154067647,"SSP5_8.5"
2032,"0.75",29.7246251300188,"SSP5_8.5"
2033,"0.75",29.9624221310589,"SSP5_8.5"
2034,"0.75",30.2021215081074,"SSP5_8.5"
2035,"0.75",30.4437384801723,"SSP5_8.5"
2036,"0.75",30.6872883880137,"SSP5_8.5"
2037,"0.75",30.9327866951178,"SSP5_8.5"
2038,"0.75",31.1802489886787,"SSP5_8.5"
2039,"0.75",31.4296909805881,"SSP5_8.5"
2040,"0.75",31.6811285084328,"SSP5_8.5"
2041,"0.75",31.9345775365003,"SSP5_8.5"
2042,"0.75",32.1900541567923,"SSP5_8.5"
2043,"0.75",32.4475745900466,"SSP5_8.5"
2044,"0.75",32.707155186767,"SSP5_8.5"
2045,"0.75",32.9688124282611,"SSP5_8.5"
2046,"0.75",33.2325629276872,"SSP5_8.5"
2047,"0.75",33.4984234311087,"SSP5_8.5"
2048,"0.75",33.7664108185576,"SSP5_8.5"
2049,"0.75",34.0365421051061,"SSP5_8.5"
2050,"0.75",34.3088344419469,"SSP5_8.5"
2051,"0.75",34.5833051174825,"SSP5_8.5"
2052,"0.75",34.8599715584223,"SSP5_8.5"
2053,"0.75",35.1388513308897,"SSP5_8.5"
2054,"0.75",35.4199621415368,"SSP5_8.5"
2055,"0.75",35.7033218386691,"SSP5_8.5"
2056,"0.75",35.9889484133785,"SSP5_8.5"
2057,"0.75",36.2768600006855,"SSP5_8.5"
2058,"0.75",36.567074880691,"SSP5_8.5"
2059,"0.75",36.8596114797365,"SSP5_8.5"
2060,"0.75",37.1544883715744,"SSP5_8.5"
2061,"0.75",37.451724278547,"SSP5_8.5"
2062,"0.75",36.939230943216,"SSP5_8.5"
2063,"0.75",36.4630771004092,"SSP5_8.5"
2064,"0.75",35.996639963026,"SSP5_8.5"
2065,"0.75",35.5395097832973,"SSP5_8.5"
2066,"0.75",35.0650874983071,"SSP5_8.5"
2067,"0.75",34.6253534488713,"SSP5_8.5"
2068,"0.75",34.1947454321084,"SSP5_8.5"
2069,"0.75",33.7726793043985,"SSP5_8.5"
2070,"0.75",31.8464201954067,"SSP5_8.5"
2071,"0.75",30.0596902445051,"SSP5_8.5"
2072,"0.75",28.4012694836623,"SSP5_8.5"
2073,"0.75",26.8609149124429,"SSP5_8.5"
2074,"0.75",25.4292695467356,"SSP5_8.5"
2075,"0.75",24.0977803951068,"SSP5_8.5"
2076,"0.75",22.8586244515521,"SSP5_8.5"
2077,"0.75",21.7046418890205,"SSP5_8.5"
2078,"0.75",20.6292757234631,"SSP5_8.5"
2079,"0.75",19.6265172944207,"SSP5_8.5"
2080,"0.75",18.6908569762984,"SSP5_8.5"
2081,"0.75",17.8172395953591,"SSP5_8.5"
2082,"0.75",17.0010240818891,"SSP5_8.5"
2083,"0.75",16.2379469356315,"SSP5_8.5"
2084,"0.75",15.5240891260903,"SSP5_8.5"
2085,"0.75",14.8558460882101,"SSP5_8.5"
2086,"0.75",14.2299005087419,"SSP5_8.5"
2087,"0.75",13.6431976297534,"SSP5_8.5"
2088,"0.75",13.0929228236123,"SSP5_8.5"
2089,"0.75",12.5764812187308,"SSP5_8.5"
2090,"0.75",12.0914791777054,"SSP5_8.5"
2091,"0.75",11.6357074495043,"SSP5_8.5"
2092,"0.75",11.2071258352907,"SSP5_8.5"
